contextID,citationID,CLEAN_CITATION_CONTEXT,UTILIZE_LABELS,USAGE_LABELS
40250731,38788733,"ed approaches, while still producing similar results. even faster graph layout algorithms are available in the form of algebraic layouts, such as algebraic multigrid computation of eigenvectors (ace) or high dimensional embedding (hde) 15 . these algorithms calculate layouts immediately using linear algebra techniques rather than iteratively or recursively laying out graphs according to force ca",NOTUTILIZE,MENTION
14974537,16055442,"ther complete or approximate algorithms. complete algorithms are guaranteed to find for every finite size instance of a co problem an optimal solution in bounded time (see papadimitriou and steiglitz , nemhauser and wolsey 73 ). yet, for co problems that are np-hard 41 , no polynomial time algorithm exists, assuming that p np. therefore, complete methods might need exponential computation tim",NOTUTILIZE,MENTION
201695798,239233130,"lotypes as possible resolutions for individual genotypes.swe have developed a hybrid method for haplotype inference.sthis hybrid consists of a staged application of the greedy algorithm (black, 2005; ) followed by the em algorithms(excoffier and slatkin, 1995; qin et al., 2002), which can incorporate information on previously identified haplotypes and haplotype patterns. to evaluate the performanc",UTILIZE,USE
209547835,181166379,"al numbers. this type-detection algorithm has been implemented in c , using arbitrary-precision integer arithmetic, as part of our implementation for parameterizing the intersection of two quadrics ( ). note that detailed pseudo-code can be found in dupont et al. (2005). we consider separately regular and singular pencils. 5.1. regular pencils: d( ,",NOTUTILIZE,MENTION
202845248,240884515,"uplings. we use an efficient algebraic technique called joint-diagonalization of cumulant matrices (jade), a well known algorithm in the machine learning literature for analysis of multi-variate data . figure 1. anharmonic distribution of positional deviations (a ) in ubiquitin from 0.5 ms-md, nmr, and x-ray ensembles. for each atom, the positional displacement (dq) from the mean position was calc",UTILIZE,USE
202349589,240174695,"affinity chromatography, we identified proteins present in each purification using mudpit (25) (reviewed in ref. 7) (fig. 1a). to analyze mudpit data, we used the sequest algorithm (19) and dtaselect to assemble a list of proteins identified in each sample (26). we next determined which proteins were enriched in the halo-rela samples but not in control samples expressing the halo tag alone (halo-",UTILIZE,USE
6511968,6798182,the formula to be proven have to be instantiated by terms in order to complete the proof. it can be computed by well-known algorithms for term-unification such as the algorithm of herbrand robinson or martelli-montanari 11 . if proof methods like the above shall be extended to non-classical logics such as modal logics or intuitionistic logic it is not sufficient to consider only the terms occu,NOTUTILIZE,MENTION
40173340,38707691,"an all to all communication scenario. one of the reasons for less investigation into load balancing routing algorithms is because, load balancing is considered to be an np-hard problem in literature . load balancing routing and shortest path routing are conflicting features, as shortest path routing involves under utilization of some resources and load balancing routing requires utilization of al",NOTUTILIZE,MENTION
6801680,7108079,"award ccr-9701399. 1 of designing algorithms that operate on networks for which we do not necessarily have an explicit representation, or for which detailed global measurements are not feasible (e.g. and, in a fairly di erent context, 3, 10 ). such work has arisen from a variety of di erent motivations, but much of it --- especially in the context of internet performance metrics --- is based on",NOTUTILIZE,MENTION
185539,194085,"ypically, instruction flows should be processed in order to comply with the qos requirements of the corresponding data flows. in figure 1 we have adopted an extended queuing network modeling notation to illustrate this relationship inside an os. according to the model, a running process waits to be scheduled until it is granted a quantum of processing time. provided that the process includes a pr",UTILIZE,EXTEND
6248397,6490441,". two widely-used methods are importance sampling (bernardo smith, 1994) and markov chain monte carlo (neal, 1993; gilks et al., 1996). 3. bayesian model averaging of bagged c4.5 rule sets bagging ( a) is a simple and e ective way to reduce the error rate of many classification learning algorithms. for example, in the empirical study described below, it reduces the error of a rule learner in 19 o",NOTUTILIZE,MENTION
27314588,28026317,"ction of 1 (representing exponential improvements over passive learning). one of the earliest active learning algorithms in this model is the selective sampling algorithm of cohn, atlas, and ladner , henceforth referred to as cal. this algorithm keeps track of two spaces",NOTUTILIZE,MENTION
61933212,61193732,"me produced by enterobacter cloacae and many other gram-negative bacilli (4, 14, 17, 29, 31, 38). the ampd, ampg, and ampr proteins are reported to be involved in the induction of class c -lactamase . ampd is a novel n-acetylmuramyl-l-alanine amidase that participates in the intercellular recycling of peptidoglycan fragments (11, 15). ampd degrades cytoplasmic 1,6-anhydro-nacetylmuramyl-tripeptid",NOTUTILIZE,NOTALGO
78803745,76788270,"spectrally pure signatures in the input scene is feasible. among the endmember extraction algorithms working under this regime we can list some popular approaches such as the pixel purity index (ppi) , n-findr 95 , orthogonal subspace projection (osp) technique in 79 , and vertex component analysis (vca) 69 . however, the assumption under which these algorithms perform may be difficult to guara",NOTUTILIZE,MENTION
41011867,39490519,"sed image classical iterative algorithms 1 adjust the value of g comparing the target bit-per-pixel (bpp) with the partial bpp obtained in the previous compression loop. statistical algorithms 2 , evaluate the g value considering statistical relationships between the target bpp and the g. the jpeg rate control algorithms performances can be characterized in terms of constant precision or const",NOTUTILIZE,MENTION
41816165,40211753,"e want to check is obtained from the elementary formula (equality of two algebraic terms) by using quantifiers that run over all real numbers. there exists an algorithm (proposed originally by tarski ) that checks, for each such formula, whether it is true or not (see also 29 and 2 ). thus, by applying tarski s algorithm to the resulting formula, we will be able to check whether the formulas f",NOTUTILIZE,MENTION
118066580,107276449,"el instructions used to express parallel execution as a dynamic data flow graph. our instructions extend the ones proposed in cilk 14 in order to take into account data dependencies. following jade , parallel computation is modelled from three concepts: tasks, shared objects and access specification. however, while jade is restricted to iterative computations, here nested recursive parallelism i",NOTUTILIZE,NOTALGO
7617141,7969625,"with our two supervisors: in 14 we extend the discussion of full reduction in section 3.6. furthermore, we present an improved version of the existential quantication algorithm in section 4.7. in we present a general framework for modeling systems with time. this work covers as a special case a fully symbolic model checking algorithm for the timed petri nets that we discuss in section 5.4. ly",UTILIZE,EXTEND
36932850,36061691,"d to precisely define dependants for social security payments are not included on the original ids file. consequently, dependants are not always defined exactly as they are by the social security act as indicated by an in table 2. the following is a description of how dependant status was simulated in the social security module. there are two definitions of dependant status in the social securi",NOTUTILIZE,NOTALGO
13184496,14139360,"developed method for calculating sensitivities that maintains the simplicity of finite differences but is much more accurate. yet another technique, algorithmic differentiation (bischof et al., 1992; ), automatically differentiates a given algorithm by adding source code that computes the required sensitivities. with the exception of the reverse mode of algorithmic differentiation (griewank, 2000)",NOTUTILIZE,MENTION
40628188,39166430,"fairness and delay guarantees as virtual time approaches, avoiding their disadvantages. compared to alternative approaches, such as scfq, wfq pgps, this discipline also provides easier implementation . mcf and cbfq have the advantages of the algorithms which resort to virtual time functions, while avoiding their complexity and being more implementable. therefore these algorithms constitute an appr",NOTUTILIZE,MENTION
14697928,15761820,". general terms algorithms, documentation. keywords version control, program slicing, program slice encoding. 1. introduction software configuration management (scm) tools such as cvs 1 , subversion , and clearcase 3 are intensively used to perform version control and manage source code changes in modern software development projects. when submitting source code changes using these tools, best",NOTUTILIZE,NOTALGO
16277916,17407279,"are prone to malicious attacks. a list of possible attacks on localization algorithms is presented in 30 . the authors also propose, robust statistical methods for attack-resistant localization. in , du et. al suggest a general scheme to detect localization anomalies that is independent of the localization techniques by formulating it as an anomaly intrusion detection problem. our approach requi",NOTUTILIZE,MENTION
18982235,20179559,"f magnitude better than the ff4 reported by smith grant. our results were tested on a number of independent implementations of the algorithms and problem generators: a solver written in c extending , one in java, one based on ilog solver, and one written in lisp. all of our attempts failed to reproduce the reported results. barbara smith and stuart grant kindly provided us with the source code o",NOTUTILIZE,NOTALGO
4897343,5062148,"emigroup e gammatre a , we can now take the limit ffl 0, which gives the inequality (15) in the general case. 2 3 trace-norm convergence without error bound in this section we extend the method of to the case of gibbs semigroups. let a and b be m-sectorial operators in a hilbert space h, with semi-angles a , b . we denote by a and b the associated closed sectorial forms. following 3 we c",UTILIZE,EXTEND
267889,287212,"e a certain threshold. to deal with the above classes of applications, we have developed a number of window-constrained scheduling algorithms. window-constrained scheduling is a form of weakly-h service, in which a minimum number of consecutive job instances (e.g., periodic tasks or consecutive packets in a real-time stream) must be processed by their deadlines in every finite window. simila",NOTUTILIZE,MENTION
78753231,76743489,"fer implementation; and the apache-2.2.9 web server. to assess the limit of clap, we also examined with simp race, a simple racey program 16 , and racey, a benchmark for deterministic replay systems . to evaluate clap for reproducing bugs on relaxed memory models, we also examined with the implementations of three classical mutual exclusion algorithms - dekker, bakery and peterson. setup clap wor",NOTUTILIZE,NOTALGO
8576126,9032841,"esult, we show that we can check whether a template can be embedded into a single msc in polynomial time. (recall that we assume that the fifo semantics is used.) this algorithm refines the result of , where a pspace algorithm was exhibited without specifying the semantics. the present matching algorithm is based on the simple observation that it suffices to match a suitable minimal send event and",NOTUTILIZE,MENTION
11646354,12453945,"t is defined as a constraint with exactly i variables. it is known that for all k 3 and primes p, maxek-lin-p is (1 p)-approximable by choosing random assignments, and this is optimal unless p np . we do not know of improved exponential time algorithms for max-3-lin-2, though some have been proposed for max-3-sat. dantsin, gavrilovich, hirsch, and konev 10 showed that max-3-sat can be (7 8",NOTUTILIZE,MENTION
202558279,240472198,". viti, l.h. immers 8sand thus calculation time is not really an issue, we choose to use the spsa algorithm. itsis an optimization method often used for od estimation (e.g. balakrishna skoutsopoulos ), and the small-scaled networks offer an interesting opportunity tosstudy the characteristics of spsa in od estimation in detail.sthe algorithm iterates between the following steps (see spall 16 ):s",UTILIZE,USE
30979441,31664420,"roke problem. 4.1. geometric preprocessing at this stage, the acquired point sequences pass a geometrical processing phase to minimize handwriting variations. we have used a low-pass filter algorithm to reduce noise and remove imperfections caused by acquisition devices. then, douglas and peucker",UTILIZE,USE
53547390,53052564,"ety of potential forms. the matrix elements used to calculate the eigenstates for a given oscillator mass and a sixth order polynomial potential or a gaussian potential can be found in refs. 33 and , respectively. as these papers may be nowadays difficult to obtain, we present the algorithms in condensed form, with an alternative definition of the scaling factors for the polynomial form. we also",NOTUTILIZE,MENTION
9483802,10044755,"ere i is an input formula, k is the number of clauses in i, and is the golden ratio. proof. we obtain this corollary, using the polynomial-time randomized 0.770-approximation algorithm for max sat ( ) as the -approximation algorithm. theorem 5.3 (a randomized version of theorem 4.4) assume that there is a polynomialtime randomized -approximation algorithm for max 3sat. let 0s 1 - . then one c",UTILIZE,USE
1221968,1301551,"hm developed by bt researchers. results were encouraging 19 : abc always performed signicantly better than its competitor on a variety of dierent trac situations. white, pagurek and oppacher (1998) 1 use an aco algorithm for routing in connection -oriented point-to-point and point-to-multipoint networks. the algorithm follows a scheme very similar to as (see section 3.1.1.1): the ant-decision tab",NOTUTILIZE,MENTION
11127478,11878234,"ursuers that are always mutually luis guilamo, benjamin tovar and steven m. lavalle dept. of computer science university of illinois urbana, il 61801, usa lguilamo, btovar, lavalle uiuc.edu visible , 27 . in 20 , it was proved that any polygon searchable by a pursuer having omnidirectional view, is also searchable by a pursuer with two flashlights, which leads to a quadratic-time algorithm. un",NOTUTILIZE,NOTALGO
14685320,15748320,"harder in general as it is the case of the algorithms mentioned above, and other approaches proposed for this purpose such as the predictor-chooser algorithm 22 , or the best-fit extension problem . this problem has been recognized in the literature, and more efficient algorithms have been sought. in this sense, akutsu et al. designed an improved version of bool-1 that runs in o(mn k ) 1 , and",NOTUTILIZE,MENTION
41096942,39568706,"segmentation and clustering are performed hand-inhand in one loop. such a method was initially proposed by icsi for a bottom-up system 31 and has subsequently been adopted by many others 9 , 41 , , 84 86 . for topdown algorithms it was initially proposed by lia 14 as used in their latest system 16 . in all cases the different acoustic classes are represented using hmm gmm models. em trai",NOTUTILIZE,MENTION
22653316,23672726,imations of both the perturbed eigenvalues and eigenvectors can be computed simultaneously using successive appropriate q-reduced forms. the way tq( quot;) is updated at each recursive call is detailed in . 4.4 application to the physical problem the algorithm presented in the previous section has been implemented in a maple v package called mp. the mp package contains functions eigenvals and eigenvect,NOTUTILIZE,MENTION
10555256,11230518,"seconds (for 5000 iterations in figure 3, on a sun 900 mhz ultrasparc-iii copper processor). however, the majority of the benefits of the optimization algorithm used here come early in the algorithm when applied to real data. it is worth testing whether this is also the case when we use an estimated traffic matrix. it is indeed the case, as is shown by figure 4, which shows the same set of data",NOTUTILIZE,MENTION
66506834,65267225,"ysis in reranking the search results, thus there is still head room for improving the search precision. 56link analysis technology has been widely used to analyze the pages importance, such as hits and pagerank 27 6 . in both algorithms, the web is represented a directed graph g v, e , where v stands for web-pages w i, and e stands for the hyperlinks l i,j within two pages. in hits algorithm",NOTUTILIZE,MENTION
42081589,40466541,"ian circuit 137 . a lagrangian relaxation algorithm has also been proposed for solving the gtsp 138 . a branch and cut algorithm for the asymmetric version of the problem has also been developed in . the approach of the second group in solving the gtsp is to transform the gtsp to a tsp, and then solve the resulting tsp by one of the current algorithms. therefore, a gtsp solver of this approach c",NOTUTILIZE,MENTION
23083732,24063362,"ed by ff 21, 2, 17 1. for more details on the sparsest cut problem, its relation to embeddings, and its application to the design of a host of divide-and-conquer algorithms, see the survey by shmoys . equally important in algorithmic applications are certain special 1 embeddings known as embeddings into random (dominating) trees, whereby the given metric is approximated by a probability distribu",NOTUTILIZE,MENTION
208940332,180737498,"oudpost implementation on a hybrid cloud using the paashopper middleware. the hybrid cloud consists of (i) local jboss 7 enterprise server with the mongodb for the storage, (ii) the google app engine paas platform, (iii) the openshift 13 paas platform (on a tomcat 7 gear extended with a mongodb gear). within the cloudpost implementation tenants are able to define document types and associated p",NOTUTILIZE,NOTALGO
20634606,21837907,"nd then one eliminates the variable xi. a procedure to compute the noether normalization of an ideal has also been studied in 13 and it is available in singular through the library algebra.lib (see and its manual). we coded a version of the algorithm for cocoa as well, 4 . theorem 4.1 basically states that it is possible to find a new system of coordinates where the x variables act as variabl",NOTUTILIZE,MENTION
32657452,33001887,"and where we relax assumption a2 , and allow quantities k , k to grow with sample size n. we provide here a high-level outline of the proof of theorem 1, deferring details to the extended version . our proofs are based on a technique that we call a primal-dual witness method, used previously in analysis of the lasso 12 . it involves following a specific sequence of steps to construct a pair (",NOTUTILIZE,NOTALGO
30760310,31466825,"on. in the present paper we do not discuss the computation of the steady-state probability vector (or any other probability vector). the interested reader is referred to de nitto person and grassi for an algorithm to compute the steady-state probabilities in non-homogeneous qbd processes with a finite state space. we construct a queueing system, which may be modelled as a markov process having",NOTUTILIZE,MENTION
1694834,1793292,"her in the spatial or in the temporal 4 domain. all these methods try to summarize the structure of the data, and can be viewed as preprocessing before another algorithm makes inference of the data . these methods can be considered as bias free, since they impose very weak constraints on the data structure, but they finally bring out little useful information about the data, since they do not ta",NOTUTILIZE,MENTION
201811567,239401532,"me by scanning through the sorted list of simplices in the filtration of parameter 2 and reporting the simplices that have diameter at most . finally, we perform step 2. by running the algorithm of on our two filtrations. this variant of the standard persistence algorithm has the same worst-case running time of o(n3). theorem 4.2 the total running time of the algorithm is o(ndn n3), where d is",UTILIZE,USE
10838089,11556513,"r, within a specified distance, in other sequences of a given (possibly very large) sample. different approaches to oligo design apply different distance measures and different algorithmic techniques . the experiments we briefly present here demonstrate that the multi-seed filtering provides an efficient solution to the oligo design problem. family size weight 1 7 e 6.10 10 5 2 8 e 3.05 10",NOTUTILIZE,NOTALGO
201653223,239175942,"ity of technologys32s5. simulations5.1 simulation setupsin the simulation part, we apply the message representation and updates algorithm tosexisting cooperative positioning framework spawn (refer to ). the simulation issperformed on matlab.swe consider networks with 13 fixed anchors and 100 randomly distributed agents,swithin a 100m 100m area and a communication range of 20 m. both anchors andsag",UTILIZE,USE
14280677,15316689,"for the source to receive rrep and enter the final state is 1 ppolyfail 1 (n). 13sanother proof of theorem 2 using chernoff bounds is available in standard cryptography literatures, such as . therefore, by definition 6, such a protocol implementation with ideal forwarding communities is in gvg rp. discussion: from ideal to practical a major contribution of this paper is to show the exi",NOTUTILIZE,NOTALGO
201656121,239179658,"ches to generate superpixels, each with its own pros and cons 32, 33, 34, 35, 36 . in our work, we use a modification of a state-of-the-art algorithm termed simple linear iterative clustering (slic) . this approach adapts k-means clustering to efficiently generate superpixels and has been shown to outperform previous methods in terms of adherence to boundary and computational efficiency. we modif",UTILIZE,USE
11164004,11919789,"placing a few dozens of cameras around the scene 14 . a discussion and analysis of the multiple depth image representation, ways to acquire them, rendering techniques for them, etc., can be found in . depth maps can be represented and stored essentially as images. the range of the depth map depends on the extent of scene of interest and the resolution of the structure recovery algorithm. a 16-bit",NOTUTILIZE,MENTION
30103232,30816089,"d according to how well the local measurements match the environment map at the hypothesized location. algorithms that use random sampling of the configuration space, such as monte carlo localization , and those that use grid sampling, such as markov localization 2 , 3 , belong to this category. if the environment map is represented as an occupancy grid, the computational complexity of these alg",NOTUTILIZE,MENTION
189710863,167300104,"ly by the external magnetic field. the appleton-hartree equation appleton and builder, 1933; 41 ba xp yp z( k ) y x external magnetic field ( b) figure 1.9: general polarization state ellipse. can be used to determine the index of refraction for each of these two modes of propagation when collisions between charged and neutral particles are not considered: n2 1 x 1 y 2 sin2 2(1 x)",NOTUTILIZE,NOTALGO
10411258,11076953,"ling and primal-dual methods are successfully extended to solve the m-convex submodular flow problem. feasibility of the m-convex submodular flow problem can also be checked by the algorithm of frank for the submodular flow problem. in spite of the fact that an m-convex function is not closed under the scaling operation, iwata and shigeno 10 have devised a polynomial-time algorithm based on a n",NOTUTILIZE,MENTION
14225853,15258653,"the vectors of unknown and independent terms. direct, iterative, and multigrid algorithms are commonly used to solve (1) when it is su ciently similar enough to poisson s equation on an uniform mesh . multigrid methods use a sequence of meshes with di erent re nement levels to solve a problem on the nest mesh. one of the main features of multigrid method is a linear asymptotic costo(n) for the so",NOTUTILIZE,MENTION
4374157,4521086,"ctional units. in hw sw partitioning for data flow systems, data can be vectors or matrices, and the partitioning step must take this parameter into account. we have proposed a heuristic technique in which solves scheduling and assignment problems for a dag specification. this algorithm is an extension of the force directed scheduling algorithm 16 , adapted for the hw sw partitioning of tasks. i",NOTUTILIZE,MENTION
108965275,100610749,"airs designed on a reference genome and gives an overall view of genome structure. we developed bioinformatic tools dedicated to wgps to extend this approach to grampositive species such as s. aureus . in order to investigate the genetic basis of the host adaptation of ruminant strains of s. aureus, we analyzed their genome structure and content using wgps and cgh. the combination of these two com",NOTUTILIZE,NOTALGO
58354949,57609625,"teral filter as a weighted sum of gaussians in a high-dimension domain, and evaluating the resulting summation using the fgt. this algorithm has linear complexity in the image elements. fattal et al. provided an acceleration scheme for the application of the bilateral filter at multiple scales for detail enhancement purposes. this scheme reuses computations at the j-th scale level for computing t",NOTUTILIZE,MENTION
27418311,28127805,"lied transformation based learning to incorporate the feedback from coreference resolution as rules to improve mention detection; they reported a 1.7 absolute improvement on ace edr value. daume iii proposed structured prediction algorithms for mention detection and coreference based on complex, non-local interaction features. poon and domingos (2007) used a markov logic model consisting of logi",NOTUTILIZE,MENTION
83375512,80666079,"gnificantly) the solution improvement obtained in the iteration 17 . in this paper we propose a projection-free constrained qp algorithm for mpc application. the algorithm, related to the methods in , was originally proposed in 19 for solving nonnegative least squares (nnls) problems in image processing, and it was named parallel quadratic programming (pqp). the pqp iteration is projection-free",UTILIZE,EXTEND
1200426,1278944,"per algorithm is that as the feature subset will besnally used by a specic predictor, this predictor should be more appropriate to score each subset. this algorithm wassrst introduced by john et al. ( . it consists in running an induction algorithm on a training data using a given set of features and in evaluating the accuracy of the predictor via a statistical resampling technique like cross-valid",NOTUTILIZE,MENTION
25055993,25881575,"additional formalisms. hooks are provided into the moses editing, simulation and animation environments for this purpose. this tutorial describes how to implement the synchronous data flow formalism (black token) using moses, and it is assumed that the reader is familiar with the syntax and semantics of an sdf graph before attempting this tutorial. an implementation of sdf including computation",NOTUTILIZE,NOTALGO
3864641,3990762,"aims at determining a subset of the resources so that both retrieval quality and retrieval costs are optimised when only querying these resources. we use and extend the decision-theoretic model from . each proxy is asked about its expected retrieval costs (including connection time, computation costs, charges for delivery as well as costs for viewing relevant non-relevant documents as a measure o",UTILIZE,EXTEND
8962736,9461680,constant number of cubes with radius at least ffr. this is at the heart of the packing arguments we allude to. the proof is similar to the correctness proof for vaidya s all-nearest neighbor algorithm ssity of accounting for quot;below evaluations quot; has been ignored by papers in the physics literature. theorem 5.2 let d ave be the average leaf depth of an oct-tree t . the number of force evalu,NOTUTILIZE,MENTION
18324512,19512925,"for creating snowball: - the lack of readily available stemming algorithms for languages other than english. - the lack of promotion of exact implementations of the porter stemming algorithm. wordnet is a lexical database for the english language. it groups english nouns, verbs, adjectives and adverbs into sets of synonyms called synsets; it provides short, general definitions, and records variou",NOTUTILIZE,NOTALGO
71489003,70601930,"ctured wireless multi-hop networks. in proc. podc, 2009: 210-219. 9 j. schneider and r. wattenhofer. trading bit, message, and time complexity of distributed algorithms. in proc. disc, 2011: 51-65. j. schneider and r. wattenhofer. distributed coloring depending on the chromatic number or the neighborhood growth. in proc. sirocco, 2011: 246-257. 11 m. wattenhofer and r. wattenhofer. distribute",NOTUTILIZE,NOTALGO
24449339,25323679,"of masks. however, the new algorithm is robust and because of its more bruteforce approach, it is more likely to be immune to algorithmic bugs that are associated with certain surface singularities ( ). figure 11 shows the complexity of the computation with the number of atoms. these numbers reflect the runtime after initialization of the masks, using a pentium iii, 750 mhz, running redhat linux v",NOTUTILIZE,MENTION
7845107,8220862,"ues presented above (so if eg. the level separation 2, then it has actually a value of 4). this manual does not go into detail of the node-positioning algorithm. the reader is therefore referred to . nevertheless, the code of our implementation was enclosed in our appendix in section 7.3 and we remark that the time needed by this algorithm is in o(n) where n is the number of nodes in the tree. 1",NOTUTILIZE,MENTION
202191237,239950789,"reater than pj of at least one of its matches in m. in order to solve problem instances that are produced in the peer selection step of our interleaved optimization, we use the algorithm presented in , in which players propose to one another in a distributed manner to create pairwise matches. we describe the algorithm in the following and write its pseudo-code in algorithm 1. the algorithm starts",UTILIZE,USE
203012990,241127279,"ate proximities. however, a more thorough investigation of the sensitivity issue would unduly elongate this already length article. clustering we used the partitioning around medoids (pam) algorithm ( ) to cluster the sequences on the basis of the four distance matrices using the sampling weights. to get an indication of the optimal number of clusters, we calculated all solutions with the number of",UTILIZE,USE
78642021,76644195,"appropriate parameter selection and dimension reduction can improve the comprehensibility, scalability, and, possibly, accuracy of the resulting models 9 . in this paper, the boosting tree algorithm and wrapper 12 are used to perform the parameter selection on date set 1 shown in table 4. the boosting tree algorithm shares advantages of the decision tree induction and tends to be robust in the",UTILIZE,USE
15979806,17097541,"atterns for our second experiment, we ran three different programs for answering enumeration queries: streematch is based on the improved linked list representation of suffix trees, as described in . mamy is based on suffix arrays and uses the algorithm of 29 with additional buckets to speedup the searches. we used the original program code developed by gene myers. esamatch is based on enh",NOTUTILIZE,NOTALGO
25247630,26054297,"f the domination ratio alongside with the performance ratio of efficient algorithms. the domination ratios of algorithms for some other combinatorial optimization problems have also been investigated . in 5 , a pair of heuristics for generalized tsp have been compared. the performance of both heuristics in computational experiments was very similar. nevertheless, bounds for the domination ratios",NOTUTILIZE,NOTALGO
56431007,55777508,"is np-complete and not approximable to any constant. however, themetricvariantofmintsp, wheretheedgeweights ofgc formsametricover the vertex set, is known to be maxsnp-hard 8 . in fact, christofides introduced an elegant approximation algorithm for metric min tsp that produces a solution with approximation factor 3 2. however, almost 3 decades later there still is no approximation algorithm with",NOTUTILIZE,MENTION
10162445,10795188,"d. r. kincaid, j. r. respess, d. m. young, and r. g. grimes, itpack 2c: a fortran package for solving large sparse linear systems by adaptive accelerated iterative methods, acm trans. math. soft., 8 , pp. 302--322. algorithm 586. 139 c. lanczos, an iteration method for the solution of the eigenvalue problem of linear differential and integral operators, j. res. nat. bur. stand., 45 (1950), pp.",NOTUTILIZE,MENTION
6812672,7119459,"ations of parallel loops to processors. 2.2 software dsm software distributed-shared-memory (dsm) systems provide a shared address space on top of physically distributed memory using software support . efficient implementations have been developed that run on commonly available unix systems making them widely portable, even to standard unix workstations connected via ethernet or atm networks. soft",NOTUTILIZE,NOTALGO
39174160,37754015,"the network. in this paper, we begin to develop a new approach that allows existing distributed algorithms to be adapted for highly dynamic ad hoc environments. providing atomic 20 (or linearizable ) read write shared memory is a fundamental problem in distributed computing, with applications in mobile ad hoc networks. atomic memory is a basic service that facilitates the implementation of many",NOTUTILIZE,NOTALGO
19323492,20526055,"f medians algorithm the median of medians algorithm is a straightforward parallelization of the deterministic sequential algorithm 8 and has recently been suggested and implemented by bader et. al. . this algorithm requires load balancing at the beginning of each iteration. at the beginning of iteration j, each processor nds the median of its n (j) i d n(j) e or p b n(j) c elements using the s",NOTUTILIZE,MENTION
1457651,1545251,"is presented. experimental results are presented in section 4. section 5 concludes the paper. 2. preliminaries and prior work 2.1. previous work some heuristics were proposed for solving the blrp in . optimal algorithms for board-level routing, when all nets are twoterminal nets and the i o-pin subset size is even, were proposedsindependently by chan and schlag 13 and mak and wong 9 . an o(n 2",NOTUTILIZE,MENTION
107801763,99750495,"lop a stochastic volatility model aimed at pricing and risk managing long-maturity insurance contracts involving equity, interest rate and exchange rate risks. we extend the models by stein and stein and scho bel and zhu (1999) to allow for hull and white (1993) stochastic interest rates as well as correlation between the stock price process, its stochastic volatility and interest rates. we call",UTILIZE,EXTEND
10848895,11569213,"linear sigmoid codomain sigmoid1 sigmoid2 tanh differ in range 9 . gas seem to perform a superior global search than anns with back-propagation, although backpropagation will reach a better solution . this work reports on the integration of anns and gas, a genetic algorithm neural network (gann) system 9 , leading to tsf. anns will learn to forecast by backpropagation and better ann architecture",NOTUTILIZE,MENTION
1305901,1386782,"n scale to graphs containing several millions of vertices 10, 19, 15, 17 . moreover, efficient parallel formulations of these algorithms have been developed for distributed-memory parallel computers , which are capable of scaling to thousands of processors and partition meshes with billions of elements. this work was supported by nsf aci-0133464, ccr-9972519, eia-9986042, aci-9982274, and by th",NOTUTILIZE,MENTION
19142323,20341203,of automata in the system and every (n) (log 2 (n)). (by a standard algorithm o(n 3 2 ) messages are sufficient.) 3stheorem 5 can be derived from the results on two-party communication complexity through simulating a system of finite automata in a two-party communication model (see the forthcoming full version of the paper). here we give a relatively simple and direct proof based on kolmogoro,NOTUTILIZE,MENTION
19043844,20241300,"nput waveforms, which is becoming increasingly important in today s deep sub-micron design. therefore the optimal solution under these simple models may be inferior 1 . only recently, the authors in extend van ginneken s algorithm by using both accurate interconnect and gate delay models. in calculating delay for a wire, both use the moment matching technique based on a lumped circuit approximat",NOTUTILIZE,MENTION
16812172,17956474,"controller designs will occur sufficiently often to render the proposed procedure viable. the group at accurate automation corporation has developed an adaptive dynamic programming (incidentally, in , the acronym adp is used for adaptive dynamic programming, whereas in the present book adp is used for approximate dynamic programming) algorithm with a continuous time stability proof, 30 . the al",NOTUTILIZE,MENTION
30750103,31456084,"ed. 2 examine lattices with 10 13 aggregate views. for such lattices, they provide heuristics to determine what views should be precomputed based a set of views the user supplies. all these papers ( ) examine the aggregate selection problem in the context of a single cube. finally, shukla discusses aggregate selection algorithms in detail in 11 . 1.3 paper organization in section 2 we describe t",NOTUTILIZE,MENTION
12843722,13767598,"albert 1991; aha 1992; dasarathy 1991). similar algorithms include memory-based reasoning methods (stanfill waltz 1986; cost salzberg 1993; rachlin et al. 1994), exemplar-based generalization ( ; wettschereck dietterich 1995), and case-based classification (watson marir 1994). some efforts in instance-based learning and related areas have focused on one or more of 1999 blackwell publis",NOTUTILIZE,MENTION
6679728,6977510,"for this bias by assigning weights to individual sequences, usually based upon the level of sequence similarity. such schemes may signi cantly improve the performance of homology detection algorithms ; however, heniko and heniko 21 2 procedure average score (query set, database) for i 1to size(database) target database i sum of scores 0.0 for j 1to size(query set) query query set j (evalue,",NOTUTILIZE,MENTION
3967229,4097580,"gin by restating 2-disk as a problem of computing the diameter of a set of elementary objects under a rather unusual distance function. we then use an algorithm based on the work of clarkson and shor to solve this problem in the stated time. before continuing, we note that it is possible to derive a slightly more complicated algorithm with the same running time but whose correctness proof is simp",UTILIZE,USE
33199343,33386608,"roaches for solving optimization problems. the system constitutes of simple agents that interact locally with each other and their environment and follow simple rules without a centralized controller . examples of such algorithms are ant-colony, particle swarm, intelligent water drops, etc. 2.2.12 tabu search tabu search is a metaheuristic algorithm which is based on the idea of forbidding search",NOTUTILIZE,MENTION
