contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
32436013,32816757,"license identification is used by fossology 12 . it uses an algorithm called the binary symbolic alignment matrix (bsam), traditionally used in protein alignment. all these tools are open source. in tuunanen et al. compared oslc, fossology and their own implementation, called asla (based on the regular expression method). their evaluation consisted in an empirical study that used 12 foss applica",NOTUTILIZE,MENTION
261415,279707,"). 655 bonifacio m., bouquet p., cuel r.: knowledge nodes: the building blocks ... figure 2: dkm architecture 4 knowledge nodes and dkm in this section, we extend the approach of dkm (as presented in ) with the concept of knowledge node, which provides a useful abstraction of organisational units from a designing perspective. dkm is based on two very general principles: 1. principle of autonomy: e",NOTUTILIZE,NOTALGO
7259453,7597513,"called inclusion functions. examples of application to robust stability and to parameter estimation of such domain-splitting algorithms which use methods from interval computations are given in 12 , , 14 . in 15 the mean value form, the optimal centered form presented by baumann 16 , and the taylor form are applied to robust performance problems and compared with bernstein expansion. the exam",NOTUTILIZE,MENTION
84393819,81522400,"ods are categorized differently in this paper. 6hal-00862706, version 1 - 17 sep 2013 2.3. classifier ensemble based methods ensemble methods have been poorly exploited for the design of occ methods . yet, ensemble methods offer more versatility to learn from the available data than a single algorithm and have been shown to outperform individual classifiers 47 . examples of ensembles of one clas",NOTUTILIZE,MENTION
51383187,51196713,"on, the messages exchanged between connected nodes of the graph represent probability distributions. in cycle-free graphs, belief propagation can be viewed as an instance of the sum-product algorithm , allowing one to obtain an exact posterior marginal distribution for each unobserved variable, given a collection of observed variables. when the factor graph contains cycles, the same rules that def",NOTUTILIZE,MENTION
8834013,9319199,"coarse discretized state-space representation. this compact representation 4 meant learning was fast, but favoured an rl algorithm that did not rely heavily on the markov assumption; in earlier work ( hown to be well-suited for this domain. the robot was given a set of primitive quot;reflexes quot; in the spirit of rodney brooks quot;subsumption quot; architecture (brooks 1991). a leg that is tr",NOTUTILIZE,NOTALGO
22095471,23168804,"dvantages are: i) it is simple as it does not actually require the nxn ip-latency matrix (therefore it can be completely distributed), and ii) it leads to connected topologies if the degree d log2n (see figure 4). we will refer to the centralized and distributed version of this algorithm as ran and dran respectively. 12sfig. 4. visualization of a random graph with n 332 nodes (average degree 2,",NOTUTILIZE,NOTALGO
66014303,64781072,"l across all iterations of the algorithm. this level of sparsity, coupled with the savings afforded by the linearization process, translates into a factor-of-3 4 savings relative to direct use of eq. , in terms of both the number of floating point-operations and the time to run each iteration of the algorithm.1552 j. opt. soc. am. a vol. 15, no. 6 june 1998 miller et al. 5. examples of thermal-wa",NOTUTILIZE,MENTION
22752414,23764105,"es that are played with positive probability) have been shown efficient on many games 40 , and efficient mixed integer programming algorithms that search in the space of supports have been developed . for more than two players, many algorithms have been proposed, but they currently only scale to very small games 19, 34, 40 . 4 there were also early techniques that capitalized in different ways o",NOTUTILIZE,MENTION
30183913,30900580,the assured forwarding 18 phb using three drop precedences. we use throughput and packet drop ratio as metrics to evaluate performance. the parameters for the simulation is shown in table 5.1. red parameters in the table are set to get the service differentiation among different types of packets. we use the software implementation of diffserv network developed at nortel networks 104 . the red,NOTUTILIZE,NOTALGO
8331782,8766798,"able for rendering from multiple viewpoints, is a more daunting task. pioneer s engine for mesh generation exploits shewchuk s triangle algorithm for the production of constrained delaunay triangles . the overal mesh processing in the mapping software consists of four separate stages: texturing, cleaning, smoothing, and resampling. texturing: application of texture gives reconstructed scenes a mo",NOTUTILIZE,MENTION
12537339,13435345,"holds. a similar analysis applies for nding a 3-cut (by lemma 4.3(1)), a separating edge, or a separating triple. in order to detect separating quadruples, we use an algorithm of chiba and nishizeki which implicitly lists all 4-cycles of g in o(m (g)) o(n) time. the algorithm produces a list of triples (ui;vi;si) with the following properties: 1. ui and vi are non-adjacent vertices of g. 2. si",UTILIZE,USE
16136421,17261250,"ng a resolution parameter, similar to the way we treat the definition of connectedness. there are already a number of algorithms for computing homological invariants, such as betti numbers, from data . we are currently investigating ways to formalize the relationship between the homology of a set and the homology of a finite point-set approximation to it. the ability to characterize the connectedn",NOTUTILIZE,MENTION
83664009,80893434,"where r has low rank. another line of work has been initiated by the generalized lanczos algorithm of elsner and ikramov 13 , which can be considered an extension of the hermitian lanczos algorithm to normal matrices, where aa a a, or, equivalently, a p(a) for some polynomial p (see 22 for numerous additional equivalent definitions). hence a normal matrix is i-normal(t) for some non",NOTUTILIZE,MENTION
13789519,14795447,"d services. together, these two protocols contribute to the scalable and decentralized features of the tuxedo system. 1 introduction peer-to-peer systems have increasingly become a hot research topic . however, in the context of peer-to-peer (p2p) computing, most of the research projects focused on routing algorithms and efficient query search mechanisms. currently, major applications of peer-to-p",NOTUTILIZE,MENTION
2584246,2705941,"n of claim 1. to test claim (1), we have designed a new language ilac (pronounced eye-lack-sharp, for instance level aspects for cgo. ilac is an instance level aspect oriented language extending c . we have implemented a prototype ilac compiler using the code document object model (codedom) 29 namespace which is part of the base class library of microsoft s .net framework. the codedom provid",NOTUTILIZE,NOTALGO
34835126,34740827,"sses vertices which do not contribute to the salient features of a shape and replace the holes thus created by new triangulations. some more elaborate algorithms, such as the one designed by varshney , have the ability to build surfaces wich are constrained to lie whitin some speci ed epsilon distance from the original surface. 5.2 culling methods clovis uses a general culling method which compute",NOTUTILIZE,MENTION
14792802,15863911,an analysis of the management of time-extended situations in case-based reasoning 12 and we have designed a framework for the representation and the retrieval of cases with time-extended situation . we first summarise the main features of this framework supported by our software library called cbr tools written in java. then we apply our framework to the representation of navigations and naviga,NOTUTILIZE,MENTION
8825052,9309696,"lot, forwards processor s 7 data in the second time-slot, and so on. contention for memory is avoided because a processor always accesses the same memory. this is the well-known daisy chain algorithm . 4 scheduling multicast communication neither of the solutions proposed in section 3 is adequate when data must be written into the memories of some but not all of the processors. if the set of proce",NOTUTILIZE,MENTION
1624622,1717733,"and as the logic we take an appropriate extension of the theory of real addition. a definition of semantics of algorithms of this type is given, without infinitesimals as compared to our previous one , however under a condition not too much restricting for applications. then we represent the semantics in the mentioned logic, and give a proof of correctness of a general railroad crossing controller",NOTUTILIZE,NOTALGO
78195696,76261010,"t based, pixel connectivity edge linking based and hough transform based algorithms. 3an example of a statistical based line detector is the hypothesize-andtest algorithm proposed by mansouri et al. . it hypothesizes the existence of line segments of specified lengths by the use of local information. to verify a hypothesis the statistical properties of a model of an ideal segment are explored. an",NOTUTILIZE,MENTION
96577469,91309066,"igh concentration of h sions to form stable oxonium ion h3o2 . ansoxonium ion makes peroxide electrophilic to enhancesits stability and presumably substantially reduces thesreactivity with fe2 ion . therefore, the initial phsvalue has to be in the acidic range (2-4) to generatesthe maximum amount of ohsto oxidize organicscompounds 39 . in this study, optimum ph valueswas determined for two aci",NOTUTILIZE,NOTALGO
16989492,18140561,"lism in the context of concurrent constraint programming (ccp). in particular, we are interested in implementing tools supporting use of scsp techniques in practical situations. we thus extend mozart , a ccp language, to give it a coherent set of scsp features. our extension offers an integrated view of hard and soft constraints thus allowing users of traditional ccp systems to easily construct sc",NOTUTILIZE,NOTALGO
202228473,240003324,23 . we will be using the find cliques() function of the networkx 24 python language software package. this implementation is based on the algorithm presented by 25 and the adaptions by 23 and . this function returns a list of all maximal cliques in as graph. from this list we then select all maximum cliques and collect them in set . cliques find maximum cliques candidates,UTILIZE,USE
202940231,241023589,"ts can be graphically compared with through a graphical user interface. integrating multiple programming paradigms on cm5 13 fig. 5. a graphical user interface of the integrated system we choose from sve numerical advection algorithms with dierent diusion, dispersion and monotonicity properties. they are donor-cell , partial donor-cell , van leer , hain and lax-wendro , named after the au",UTILIZE,USE
203032699,241156611,"l with trypsin according to the method of shevchenko et al. (37). in-house proteomics pipeline software (proline) was used to process data. briefly, spectra were searched using the x tandem algorithm against the uniprot database restricted to p. putida entries (downloaded 7 january 2007). only proteins (i) with an x tandem table 2. primers used in this studya primerb sequence (5 to 3)c fadd nde",UTILIZE,USE
12411399,13295835,"l edge weights are integers in the range 1 . . . n gabow and tarjan 13 presented an algorithm with running time o( n (m, n) log n m log(nn)), where is the inverse of ackermann s function . in the case that all edge weights are the same, the fastest known algorithm has a running time of o( nm) and is due to micali and vazirani 21, 25 . for planar graphs lipton and tarjan 17 have s",NOTUTILIZE,MENTION
21573332,22691003,"hat represents spatial data using recursive subdivision. they have wide application to many graphics and visualization problems for faster searching, data packing, and algorithmic optimization. levoy used a binary octree to skip transparent voxels for efficient volume ray casting. laur and hanrahan 6 implemented a hierarchical splatting renderer using octrees. wilhelms and van gelder 15 used",NOTUTILIZE,MENTION
883480,944944,"term rewrite systems. we extend the work of aceto, bloom and vaandrager abv94 and generalise the results of bosscher bos94 on automatic generation term rewrite systems for pls in the gsos format . abv94 denes two procedures for generating sound and complete with respect to bisimulation axiom systems for arbitrary pls in the gsos format. the axiom systems created by the second of the two pr",UTILIZE,EXTEND
19413591,20618574,"ring linear constraint systems. experimental results on classic benchmarks show that this new algorithm yields a much more effective pruning of the domains than local consistency filtering algorithms . 6.9.3 bisection strategies participants: heikel batnini, claude michel, michel rueher. keywords: bisection, consistency. classic methods for solving numerical constraints satisfaction problems (csp)",NOTUTILIZE,MENTION
198384,208559,"nknown, unless we have prior knowledge of the problem. the role of selection for multicriterion and parallel optimization remains an active area of research in the evolutionary computation community ( ; mahfoud, 1995; horn, 1997). this paper describes elsa (evolutionary local selection algorithm), an agent-based ea that lends itself naturally to multiobjective and cover optimization applications. t",NOTUTILIZE,NOTALGO
24694560,25546334,"hms have all been drawn from the first class of approaches in which iterative improvements are made toward a local minimum. examples of this type of algorithm include active shape models 4 , obj cut , level sets 6 etc. in contrast, the algorithm proposed here belongs to the second type of variational algorithm in the sense that it will be possible to achieve a global minimum (of the binaryrelax",NOTUTILIZE,MENTION
29769459,30454699,"as image patches with strong gradients in two directions. the motion of these features between consecutive frames is determined using a pyramidal version of lucas and kanade s optical flow algorithm , which uses a hierarchy of different resolution images to efficiently match sparse image patches between two frames. see figure 2(a) for a visualization of these features. as features are lost (moved",UTILIZE,USE
15150829,16238405,"nment independently before giving combined results. to test our algorithms, we worked with arbitrary ncrna subfamilies of known predicted structure from the rfam 6 and the 5s ribosomal rna database . four sub-families are considered here, trna, 5s rrna, a purine riboswitch, and the hammerhead ribozyme. a description of these sub-families is deferred to the final version. for every sub-family, we",NOTUTILIZE,NOTALGO
4809035,4971280,"nary constraints are used then the network is 2-consistent. however, the network is not 3-ary 2-consistent because when t3 is assigned to r1 there is no consistent instantiation for t1 and t2. r egin describes an efficient algorithm for making a constraint graph with n-ary constraints of difference n-ary 2-consistent. the procedure is based on finding a maximum matching in a bipartite graph. the",NOTUTILIZE,MENTION
31066631,31737936,"proposed by balakrishnan and khudanpur 13 . the improvement of the sss algorithm of takami and sagayama 12 , renamed 8figure 6: modified four-way split of a state s. ml-sss by singer and ostendorf , proceeds roughly as follows. 1. model all the speech 1 using a 1-state hmm with a diagonal-covariance gaussian. (n 1.) 2. for each hmm state s, compute the gain in log-likelihood (ll) of the speech",NOTUTILIZE,MENTION
41804719,40200225,"ifetime, where n is the total number ofnodes.in 8 ,adistributedschedulingalgorithmis proposed which achieves a o(logn lognb) performance factor, where b is the upper bound of the initial battery. in , 20 , fullview coverage which considers the sensor s viewing direction is introducedfor camera sensor networks,and techniqueshave been proposed to achieve full-view coverage. the point coverage has",NOTUTILIZE,MENTION
56457890,55800442,"different sets of inputs and hence, os must be a fast procedure. but it is a discrete optimization problem with a non-convex constraint space, a problem class that is known to be computationally hard . this rules out any computationally efficient algorithm to implementos without sacrificing correctness guarantees. since the space of possible types grows exponentially with the number of variables,",NOTUTILIZE,NOTALGO
12399874,13283157,"eir performance degrades. on the opposite, generative approaches emerged as the most robust methods using automatic face localisation. this is our main motivation for developing generative algorithms . for ami we proposed to train different generative models, such gmms, 1d-hmms, and p2d-hmms, using map training instead of the traditionally used ml criterion. currently, we are evaluating the algori",NOTUTILIZE,MENTION
21537235,22659579,"ed usind dpll-like algorithms 6, 5 , for example the 1.505 n bound for 3-sat 10 . newer deterministic algorithms borrow ideas from randomized approaches to testing satisfiability. the algorithms in that have the best known upper bounds for k-sat are based on the derandomization of multistart random walk. they cover the boolean cube 0, 1 n by hamming balls and apply a local search method to fi",NOTUTILIZE,MENTION
78500494,76516190,"imizer of the functional in (8), under any hessian-based sp norm regularizer. since these regularizers are non-smooth, our algorithm is based on a majorization-minimization (mm) 2 approach (cf. 22 , , 24 for instance). under this framework, instead of directly minimizing (8), we find the solution via the successive minimization of a sequence of surrogate functions that upper bound the initial o",NOTUTILIZE,MENTION
32100489,32565776,"problem. some existing face routing algorithms have been developed to bypass routing holes using georouting algorithms. another way to avoid routing holes is to jump over the hole as proposed in . iii. definitions given a homogeneous wsn deployed in a building with n sensors and m sinks. each sensor can adjust its transmission range to one of the k levels: r0, r1, , rk-1 rmax using different",NOTUTILIZE,MENTION
30707892,31416074,"ransversal equalizer is processing a received signal that is contaminated by strong narrowband interference, it has been observed to outperform the transversal wiener (or mean-square error) equalizer 5 . this unexpected behavior is a phenomenon referred to in the literature as a non-wiener effect of the lms algorithm. the non-wiener effect was first observed in adaptive noise cancellation applic",NOTUTILIZE,MENTION
18370818,19560088,"cate memory space to guarantee message arrival, this is the case for aix 9 , it allocates space for user s data but not for controldata. also fast messages in its credit-based control flow algorithm preallocates space for both data and control-data for every other process in the system. portalsmpi 28 pre-allocates space for control-data, while data is dropped if no memory is available. we shoul",NOTUTILIZE,MENTION
1886706,1999548,"tency as a preprocessing step in order to strengthen the forward checking lower bound 42 , 21 . larger improvements of the lower bound can be obtained using either the russian doll search algorithm or the notion of reversible directed arc consistency introduced in 22 and later improved in 23 . another algorithmic approach of s,v csp which is worth considering, and which is also able to cope",NOTUTILIZE,MENTION
43674813,42306378,"limit functions, l2 (r) or continuous, while the other extreme ones lead to fractal-like pictures. this is based on two analogies, in addition to the existing results in dala92 , cohe92 , cohe94 , , wan96 : (i) first, we think of (2.1) as a version of an iterated function system in the sense of hutchinson hut81 . hutchinson considers borel mappings f1, . . .,fn on a complete metric space x, p",NOTUTILIZE,NOTALGO
201863625,239472594,"nt given our features, we wish to find parameters that yield the highest possible expected reward. we carry out this optimization using a stochastic gradient ascent algorithm known as policy gradient . this operates by taking steps in the direction of r: e r( ) e p ( ) p ( ) r( ) e r( ) log p ( ) e r( ) t t 0 log pi(at st) (6) the expectation can be approximated",UTILIZE,USE
202481905,240360858,"specific application container to deploy applications on a vehicle. the environment simulator eworld1 is the fourth integrated component. we use eworld to import real road map data from openstreetmap , enhance them with location-based information, and export them as sumo input files. 5.1 the simulation scenario to evaluate the effectiveness of our algorithm and to identify potential problems, we s",UTILIZE,USE
6898897,7210744,"ma for all the di erent random initial conditions tested. the method is unsuitable for practical imaging applications as it su ers from high sensitivity to initial conditions. mccallum s algorithm of roduced good results for small images however, for the degraded toy image, it was too computationally time consuming to produce a reliable estimate. the order of the algorithm per iteration is o(n",NOTUTILIZE,MENTION
8239344,8664111,"e fact that ; r are total functions inverting a pairing function is easily stated in l theta , as shown in the first two lines of figure 3. most of the remaining axioms of figure 3 were obtained in from those of a standard first-order axiomatization of the peano arithmetic (cf., e.g., 13 ). this task was achieved with the help of the graph-thinning algorithm outlined above. the last item in fi",NOTUTILIZE,NOTALGO
14433439,15479628,"istic systems, showing once more that determinism plays a lesser role in quantitative transition systems. the branching distances can be computed in polynomial time using standard fixpoint algorithms . we also present our results in a discounted version, in which distances occurring i steps in the future are multiplied by i , where is a discount factor ins0 1 . this discounted setting is com",NOTUTILIZE,MENTION
69044332,67811557,"us examination of the information-theoretic characteristics of the more practical noisy cdma channels under this strict user complexity-constrained setting. in this paper, we extend our previous work and compute the capacity of a noisy cdma downlink with trivial mobile receivers. for this purpose, we borrow analysis tools from equilibrium statistical mechanics, especially the hopfield model of ne",UTILIZE,EXTEND
9538747,10106545,"ata set and for each of the n reduced data sets. the computational approach chosen was to use the kmeans clustering function in s-plus r fl , which is based on hartigan s k-means clustering algorithm . the goal of this algorithm is to divide the n observations on r variables into p clusters so that the within-clusters sum of squares is minimized. since the number of possible partitions of n observ",UTILIZE,USE
23004461,23991446,"hows the improvements of the bss algorithm comparing with the ac algorithm with an example. we analyze the experimental results in section 6 and conclude in section 7. 2 related work aho-corasick (ac) , commentz-walter (cw) 3 , and wu-manber (wm) 11 are representative multiplestring matching algorithms. they are widely used in several notable application areas including text processing, speech rec",NOTUTILIZE,MENTION
81470731,79082332,may be able to recover auditory information by reading the visualized lip motion. mapping algorithms from acoustic speech signals to lip movements have been reported based on: vector quantization(vq) 4 and gaussian mixtures 5 these methods require extensive training sets to account for context information. the required audio-visual data increases in proportion to the time length over the prece,NOTUTILIZE,MENTION
201898428,175776986,"estigate their localization in mouse sperm and their behavior duringscapacitation.susing filipin staining, the cholesterol-rich regions have been mapped to the plasmasmembrane overlaying the acrosome . however, our findings indicate that proteinsspresent in the light buoyant fractions as well as other molecules known to distribute dynamicallysin membrane rafts localized in multiple sperm compartme",NOTUTILIZE,NOTALGO
10405021,11070010,"known as the v -optimal histogram in the database literature, and is the one sought after. heuristic algorithms for building and maintaining histograms have been proposed using sampling 5 , wavelets , discrete cosine transforms 12 , local adjustments 1 , etc. none of these approaches gives any provable bounds. the static version of our histogram problem allows no updates. for this problem, an o",NOTUTILIZE,MENTION
202810888,240837376,"ific relieving (s.o.r) which isseffective and relatively easy to program. we useschebyshev convergence algorithm which consistssin seeking, during iterations, the relaxation optimalsfactor (patanckar ). the resolution of the energysequation allows evaluating the temperature fields atsvarious soil levels.streatment of boundary conditions: thescorresponding boundary conditions are:s 0 0 x t s x",UTILIZE,USE
8936999,9433570,"approach using gemstone tation objects of a same class are collected together and associated with the class to which they belong as an extent. 3 this notion of the extent is similar to that of orion . object-slicing intrinsically includes its own inheritance mechanism, in which implementation objects search upwards for methods through other implementation objects. this means that objects of user-",NOTUTILIZE,NOTALGO
202718141,240699543,"e generally positioned irregularly, a naive rendering 51 approach will most likely suffer from aliasing. thus, we use the elliptical weighted average (ewa) surface splatting approach of zwicker et al , a hierarchical forward-warping algorithm projects the surfels onto the screen. a screen space ewa filter reconstructs the image using the opacity, color, and normal stored per surfel. a modified a-b",UTILIZE,USE
30545995,31258070,"e present here an efficient method to generate nakagami-m channel straight from rayleigh-distributed variables, by using an accurate approximation function. our method extends the beaulieu al method to a wider range of nakagami m-parameters (i.e., from 0.5 to 16) and has a low computational effort. we explain the steps to be taken when an interpolation-based approach is used in order to obtain a",UTILIZE,EXTEND
4975034,5141057,an be produced. to each pe a subset of the range pool is assigned -- either statically or dynamically -- and the pe calculates the best transformations for its range subset. for more details see e.g. . ffl parallelization via domains: within this class of algorithms the domain pool cannot be stored in the memory of one pe - therefore the domain pool is distributed evenly among the pes. the most ef,NOTUTILIZE,MENTION
202469748,240344482,"or the probability of future unseen bigrams, which allocates some of the probability of the training bigrams to those that are as yet unobserved 6 . the modified kneser-ney (mkn) smoothing algorithm is chosen because of its superior performance with interpolated language models 6 . the mkn algorithm subtracts a constant d from the observed frequency of every known bigram. it then estimates the",UTILIZE,USE
9914596,10521577,"ools detailed understanding of the eects of architectural and system software design alternatives also requires powerful data-analysis and visualization tools. we are extending the paradyn and pablo software for data analysis and display and exploiting the virtue toolkit for immersive visualization. the new pablo interface supports a hierarchy of performance displays, ranging from routine prole",UTILIZE,EXTEND
7701599,8060810,". to evaluate the efficacy of their plop-file implementation, the authors performed several queries, which were intended to be representative of those that were most commonly used in practice at nrao . their tests were performed on a single-processor, single-disk system. we performed the same set of queries, using the same data set, on our implementation. our tests were performed on a cluster of i",NOTUTILIZE,NOTALGO
74909902,73512238,"roduced the transmission-line model described in problems 12.1 and 12.2. for a discussion of other models that take into account the effects of distributed resistance, capacitance and inductance, see and 372 . systolic algorithms, which make good use of area and time, were popularized by kung 177 and others (see, for example, 104,122,179,180,181,190 ). the h-tree featured in section 12.5.1 is d",NOTUTILIZE,MENTION
98876917,93097591,"e importance of documents on different topics, topical ranking methods 6 can be used, which is extensions of basic ranking algorithms, such as pagerank 7 and hits (hyperlink-induced topic search) . although these ranking methods are initially proposed for the purpose of ranking web pages, it can be also used to rank other kind of documents, such as research publications cited by each other, si",NOTUTILIZE,MENTION
39140388,37720839,"profile attributes, we considered a binary classification task based on its most frequent value. we apply a widely-used semi-supervised classification algorithm the gaussian random field (grf) model , which assumes autocorrelation is present in the graph and propagates information from the labeled portion of the graph to infer the values for unlabeled nodes. since the grf is designed for applicat",UTILIZE,USE
6262556,6506291,"s encourage the application of nsga-ii to more complex and real-world multi-objective optimization problems. 2 elitist multi-objective evolutionary algorithms in the study of zitzler, deb, and theile , it was clearly shown that elitism helps in achieving better convergence in moeas. among the existing elitist moeas, zitzler and thiele s 13 strength pareto ea (spea), knowles and corne s pareto-ar",NOTUTILIZE,MENTION
100000662,93947380,"ion tools in many disciplines. most modern solvers 34,22,24,5 are sequential and employ heuristic improvements to one of a small set of fundamental search algorithms. fewer parallel solvers such as exist, and even fewer of those parallel solvers use a heretofore sequential optimization termed learning. learning (discussed in detail in section 2.2) improves solver speed by adding propositions th",NOTUTILIZE,MENTION
8688800,9158917,"nodes ) 8 . non-bayesian methods for learning structure of multiply connected bayesian networks are search methods exploiting the properties of the model of independencies detected in data 37 33 . as this model depends on node ordering, the algorithms demand an ordering on all nodes or a weaker set of constraints on the ordering of nodes 39 . the maximum entropy heuristics 2 is used by sever",NOTUTILIZE,MENTION
169815484,151087648,"se, and thus were less likely to besfamiliar with the internet. these results are consistent with recent studies on trust in online sources of health information 15,s23 . in particular, hesse et al. showed that those who searched online the most tended to have higher incomes.sthis study showed that education level was not related to trustsin online health information. this is in agreement with y",NOTUTILIZE,NOTALGO
22201036,23264459,"more objects and thus savings increase up to 89 . gra gained the least of the rc savings of up to 67 . to understand why there is such a gap in the performance between the algorithms, we recall from that gra specifically depends on the initial population of the candidate solution. moreover, gra maintains a localized network perception. increase in updates result in objects table iv average rc sa",NOTUTILIZE,NOTALGO
12184309,13046339,"ude the following. (apart from the relevant papers, a detailed summary of this work can be found in the survey article 14 which will appear shortly in the ams contemporary mathematics series.) in , i obtain the first single exponential time algorithm for computing the first betti numbers of semi-algebraic sets, where is allowed to be any fixed constant. we describe an algorithm that takes",NOTUTILIZE,MENTION
19629101,20838430,"resentation, here we assume a semi-honest client (but allow up to t malicious servers); this solution can be extended to address a malicious client at a moderate additional cost using techniques from . our solution builds from the following lemma, which follows immediately from work in instance hiding 5 : lemma 1. 5 consider a system of k servers, and let p be an 5-variate polynomial over a fie",UTILIZE,EXTEND
6146456,6377432,"ing, as they can be parallelized with much greater ease than direct methods. as a result there has been a great deal of interest in implementing the conjugate gradient algorithm on parallel computers . in this paper, we study performance and scalability of parallel formulations of an iteration of the preconditioned conjugate gradient (pcg) algorithm 6 for solving large sparse linear systems of e",NOTUTILIZE,MENTION
208940332,180737498,"oudpost implementation on a hybrid cloud using the paashopper middleware. the hybrid cloud consists of (i) local jboss 7 enterprise server with the mongodb for the storage, (ii) the google app engine paas platform, (iii) the openshift 13 paas platform (on a tomcat 7 gear extended with a mongodb gear). within the cloudpost implementation tenants are able to define document types and associated p",NOTUTILIZE,NOTALGO
27476268,28187270,"equation solver 7 is incorporated to determine the potential flow solution for the fixed body geometry. in addition to the pfft, the simulation tool also uses a fast multipole tree (fmt) algorithm to rapidly compute the velocity contribution from the time varying shedded wakes. the fmt algorithm is a variation on the barnes-hut tree code 9 and the greengard fast multipole method 8 . the com",NOTUTILIZE,MENTION
32496329,32861095,"odel social interactions as graphs over nodes representing individuals. to model dynamic interactions, we use the model of 37 which follows and slightly extends the approach of berger-wolf and saia and that of affiliation networks 38, section 8 . let i 1, 2, . . . , n denote the set of individuals and t 1, 2, . . . , t denote the set of discrete time steps. let h h1, h2, . . . , ht",UTILIZE,EXTEND
18132750,19320213,"rmance of a learner using filtered features is very sensitive to the score criterion of the ranking technique. in order to avoid this situation, hycla adopts what has been called the wrapper approach , 13 , in which final feature selection depends on the inductive algorithm used. when a learner receives a feature set, it carries out the following tasks: 1. empirical learning feature selection.",NOTUTILIZE,MENTION
239824725,202104086,"stem architecture. 3.2. layer decomposition based on face detection we decompose the face video into multiple layers, where each layer is encoded independently. we use the face detection algorithm in to locate a rectangular box containing face. for real-time detection, the detector scans only in the neighborhood of the face location in the previous frame. after the face box is found, we locate ey",UTILIZE,USE
30682880,31391040,"i, i 1, . . . , d and define an exponentially weighted average forecaster based on these estimates. the main difference is in the exploration part of the algorithm. following awerbuch and kleinberg , dani, hayes and kakade construct a barycentric spanner of the set s and ensure exploration by mixing the exponential weights with the uniform distribution on spanners. instead, we use a mixing term",NOTUTILIZE,MENTION
76159150,74527603,"pirical evaluation of hybrid criterion with standard search score method we performed a large number of simulations, and summarize the main findings. more details are available in an extended version . our code is written in java and uses many of the tools in the tetrad package 6 . the following learning methods were applied with the bic score function. 1. score-based search: ges starting with th",NOTUTILIZE,MENTION
39488369,38042788,"lgorithm in assembly language on the pegasus computer and tried it out. using this new method, the flying horse was able to compute all of the eigenvalues of a 24 24 matrix in just over ten minutes . we will describe francis s double-shift qr algorithm below, and the reader will see that it is completely different from the shifted qr algorithm (2). francis had to expend some effort to demonstrat",NOTUTILIZE,MENTION
8118318,8533647,"sed on these observations, but it computes minimal diagnoses without necessarily computing all conflict sets. i present here the corrected version of reiter s algorithm as described in greiner et al. the algorithm requires a consistency-checking module with the following property: given a system description sd, observations obs, and a subset comp 0 of the system components comp, the module either",NOTUTILIZE,MENTION
19321404,20523995,"osed three schemes to rearrange load based on different capacities of nodes. their basic idea is to move load from heavy nodes to light nodes by randomized probing. based on this work, godfrey et al. developed churn resilient algorithm (cra) for dynamic dhts with churn. in this work, when a node s fraction of capacity used exceeds a predetermined threshold, its excess virtual nodes will be moved",NOTUTILIZE,MENTION
202506973,240398483,"all classification experiments in this analysis were conducted by using weka (waikato environment for knowledge analysis), an open source collection of data processing and machine learning algorithms . the j48 decision tree inducer, based on the c4.5 algorithm (35) was implemented with the parameter",UTILIZE,USE
3907554,4034572,"techarts are currently read as textual descriptions, using again a separate grammar similar to the one for ocl types. ocl expressions are parsed according to the official ocl grammar version 1.4 (see , section 6.9). the three parsers are implemented with javacc (http: www.webgain.com) based on an early implementation for ocl version 1.1 12 . an integrated type checker investigates whether ocl co",NOTUTILIZE,NOTALGO
4848274,5012716,"blem associated with knapsack which, therefore, applies to subset-sum as well. the most efficient fully polynomial-time approximation scheme known for the subset-sum problem is due to kellerer et al. ir algorithm is o(minfn quot;; n (1 quot;) 2 log(1 quot;)g), and the space required is o(n 1 quot;), where n is the number of the integers and quot; the accuracy. the input to an instance of",NOTUTILIZE,MENTION
4068175,4203268,"ted line segment. our algorithms are relatively slow, with a running time exponential in k. although standard k-server problems have polynomial-time algorithms due to a reduction to minimum-cost flow , the checkpointing problem is quite nonlinear due to forking and excursions. we first treat the case of only one permanent checkpoint. let c i (s) be the minimum cost of servicing requests r 1 ; r 2",NOTUTILIZE,MENTION
3009755,3131275,"de some new convergence estimates for multigrid algorithms. in recent years, there have been many advances in the understanding of multigrid algorithms (e.g., see 1 -- 3 , 5 , 6 , 9 , 11 , 12 , , 17 -- 19 ). two apparently different analytical approaches have been developed. historically, the first used a two level error recurrence and proceeded to develop estimates for the multilevel case",NOTUTILIZE,MENTION
389096,417404,"ization 2 . in 5 we made use of the rapt to transform the cepstral means of a si model, as is currently done in most speaker adaptation schemes 4 . we extended this speaker adaptation approach in to handle the case of multiple regression classes; our findings there indicated that rapt-based adaptation was at least as effective as the better-known maximum likelihood linear regression (mllr) 4",UTILIZE,EXTEND
