source,citeEnd,sectionName,citeStart,string,label,label_confidence,citingPaperId,citedPaperId,isKeyCitation,id,unique_id,excerpt_index,label2,label2_confidence
properNoun,131.0,4. EXPERIMENTS,125.0,We evaluate and compare our algorithm with the SpectralUCB which is the state-of-art and outperforms its competitors such as LinUCB on graphs with large number of nodes.,method,,50de0a95b89adfad6fbed29756c3575594a00222,02d1105bec3877ed8cd2d28f76b67ae8ba3f2331,False,50de0a95b89adfad6fbed29756c3575594a00222>02d1105bec3877ed8cd2d28f76b67ae8ba3f2331,50de0a95b89adfad6fbed29756c3575594a00222>02d1105bec3877ed8cd2d28f76b67ae8ba3f2331_1,1,,
explicit,120.0,3.4 Discussion,111.0,"Several previous studies showed that both EAV and PRRSV infections induce apoptosis via TNF receptor signaling (68, 111).",method,,49987bb914cbfcfe96eee8f8e2932aa3205b79de,1dfe9a05cbfcf48364fe53f84795ef2b06357c73,False,49987bb914cbfcfe96eee8f8e2932aa3205b79de>1dfe9a05cbfcf48364fe53f84795ef2b06357c73,49987bb914cbfcfe96eee8f8e2932aa3205b79de>1dfe9a05cbfcf48364fe53f84795ef2b06357c73_0,0,,
acronymParen,118.0,4.6 Experiments,115.0,"As done by the speech expert, the feature vectors resulting from featur vector concatenation were processed by the VAD (Section 4.2).",method,,54b53a2ed381a5f6564a817a55b2e119b74b4d54,0fc5b0a4d38a6ae1b5ce9bb347b82e3ef3505859,False,54b53a2ed381a5f6564a817a55b2e119b74b4d54>0fc5b0a4d38a6ae1b5ce9bb347b82e3ef3505859,54b53a2ed381a5f6564a817a55b2e119b74b4d54>0fc5b0a4d38a6ae1b5ce9bb347b82e3ef3505859_0,0,,
explicit,131.0,Results,111.0,"errors of all expressed transcripts in the diploid C57Bl/6J, Cast/EiJ transcriptome were estimated using MMSEQ (Turro et al., 2011) for each mapped",method,0.7446,39c68a095d58f0cd5f54e942fee4b22a9c2fd9fe,7c77cd228aef0769225ede4056c91726153bf986,True,39c68a095d58f0cd5f54e942fee4b22a9c2fd9fe>7c77cd228aef0769225ede4056c91726153bf986,39c68a095d58f0cd5f54e942fee4b22a9c2fd9fe>7c77cd228aef0769225ede4056c91726153bf986_1,1,,
explicit,134.0,Generating populations of elasticities,105.0,"This scenario corresponds to the structure of irreversible MichaelisMenten, well-known in the literature (Heinrich and Schuster, 1996), where an enzyme appears predominantly in the reversibly interconvertible forms of the free enzyme E and the enzymesubstrate complex ES, and the product P is irreversibly produced from the enzyme-substrate complex.",background,0.7615000000000001,313014452115e7d12c257ae017f98c271704e1cd,bcd879be69bd36cbf80b5b7c4f551d042c1b045c,True,313014452115e7d12c257ae017f98c271704e1cd>bcd879be69bd36cbf80b5b7c4f551d042c1b045c,313014452115e7d12c257ae017f98c271704e1cd>bcd879be69bd36cbf80b5b7c4f551d042c1b045c_5,5,,
explicit,133.0,METHOD,111.0,"These variables are commonly used in the literature when comparing and describing nursing homes (Castle, 2001; Castle & Engberg, 2008; Department of Health and Human Services, 2009).",method,,d137748600e0b1350507df2145817c07c4dc16d8,4606f2d729985f1bcb49b88994043eee6b10241c,False,d137748600e0b1350507df2145817c07c4dc16d8>4606f2d729985f1bcb49b88994043eee6b10241c,d137748600e0b1350507df2145817c07c4dc16d8>4606f2d729985f1bcb49b88994043eee6b10241c_0,0,,
explicit,135.0,Materials and methods,68.0,PCR amplification of the ITS region and PS36 and P74-75 SSR markers (Cooke et al. 2000; Dorrance and Grünwald 2009; Schena et al. 2008).,background,0.7255,b9df6d79613b105f437e693aebfeab59fc06f54f,0296f987ace5acfdd29f730b2477356cc85bca9a,True,b9df6d79613b105f437e693aebfeab59fc06f54f>0296f987ace5acfdd29f730b2477356cc85bca9a,b9df6d79613b105f437e693aebfeab59fc06f54f>0296f987ace5acfdd29f730b2477356cc85bca9a_5,5,,
explicit,94.0,Methods,73.0,"The selected journals were based on those used in the earlier studies by Kohl and Davis (1985) and by Nisonger and Davis (2005), additional ones suggested by participants in the latter study, and the 20 journals with the highest JIF in the Information Science and Library Science category of the…",method,1.0,909a77c8e11159e14baacdf51aae17a3f9a07a81,261cc9d7335b9d13c4f910ec459296b24311be89,False,909a77c8e11159e14baacdf51aae17a3f9a07a81>261cc9d7335b9d13c4f910ec459296b24311be89,909a77c8e11159e14baacdf51aae17a3f9a07a81>261cc9d7335b9d13c4f910ec459296b24311be89_1,1,,
acronym,84.0,METHODs,79.0,The number of core eukaryotic genes present in the assembly was assessed using CEGMA (Parra et al. 2007) through the iPLANT Discovery Environment interface (https://de.iplantcollaborative.org/de/) and gene predictions were obtained using AUGUSTUS v. 3.0.2 with Coprinopsis cinerea gene models (Stanke et al. 2008).,method,,15262f45fcad8500d22e5bb5e0277e873d18f4a4,734af93e3ab11ab491b087eb2dedabd2eb02e370,True,15262f45fcad8500d22e5bb5e0277e873d18f4a4>734af93e3ab11ab491b087eb2dedabd2eb02e370,15262f45fcad8500d22e5bb5e0277e873d18f4a4>734af93e3ab11ab491b087eb2dedabd2eb02e370_0,0,,
explicit,173.0,Introduction,168.0,"Discontinuous PWM techniques for multiphase inverters have received some attention as well, and such PWM schemes are available for five-phase and seven-phase inverters [3-6].",background,0.7211000000000001,e7fc18fc91034d55cb0dcc1e466486a03768318c,e19fba18ed9633768806c41ec5b89239ae3f1e42,False,e7fc18fc91034d55cb0dcc1e466486a03768318c>e19fba18ed9633768806c41ec5b89239ae3f1e42,e7fc18fc91034d55cb0dcc1e466486a03768318c>e19fba18ed9633768806c41ec5b89239ae3f1e42_0,0,,
explicit,28.0,3.2. SURFACE AIR TEMPERATURE,16.0,"As indicated by Bonan (1998), the most severe underestimates occur in the arid Southwest, and in some parts of the central U.S. where maximum differences in the annual average can be about –6 K. Unlike precipitation, the patterns of temperatures have some sharp changes in some cells along the Rock…",background,1.0,e50b5f95083385dc03ff9e30ad2571db39aa8a4e,d33169400b4a332cf52252e861b0520f37f137ab,True,e50b5f95083385dc03ff9e30ad2571db39aa8a4e>d33169400b4a332cf52252e861b0520f37f137ab,e50b5f95083385dc03ff9e30ad2571db39aa8a4e>d33169400b4a332cf52252e861b0520f37f137ab_8,8,,
explicit,60.0,DISCUSSION,55.0,"pneumoniae from SMART in 2003, and 10% and 18% in 2004.(1,7) Other surveillance studies have also noted relatively high rates of ESBL-producing pathogens in Latin America.",result,,81994bbfd6d2e174fe22f4f1d262b55f5b591df8,d144561f7e1c3b2adf4e3a543f66d061e814cdc7,False,81994bbfd6d2e174fe22f4f1d262b55f5b591df8>d144561f7e1c3b2adf4e3a543f66d061e814cdc7,81994bbfd6d2e174fe22f4f1d262b55f5b591df8>d144561f7e1c3b2adf4e3a543f66d061e814cdc7_0,0,,
explicit,140.0,Methods,116.0,"For metabolite assays, capillary blood ( 60 ll) was collected and treated according to methods described previously (Christmass et al. 1999).",method,,e4cd8ce803650e97810784a6a17a7501bed7d943,b7b64568874f440563caccc52b3e07ba22f38c8c,False,e4cd8ce803650e97810784a6a17a7501bed7d943>b7b64568874f440563caccc52b3e07ba22f38c8c,e4cd8ce803650e97810784a6a17a7501bed7d943>b7b64568874f440563caccc52b3e07ba22f38c8c_0,0,,
explicit,215.0,Discussion,199.0,"…results at best with some studies showing a relationship between obesity levels and distance to food outlets (Frank et al., 2004; Lopez-Zetina et al., 2006) while others have shown no relationship (Liu et al., 2002; Kelly-Schwartz et al., 2004; Burdette and Whitaker, 2004; Ewing et al., 2006).",background,0.7408,4d3ad4e70ffe903ec6fb1cd6d38bf87b3306e883,fa6c1cccbde9e2bb736147721722e8a8ca965149,False,4d3ad4e70ffe903ec6fb1cd6d38bf87b3306e883>fa6c1cccbde9e2bb736147721722e8a8ca965149,4d3ad4e70ffe903ec6fb1cd6d38bf87b3306e883>fa6c1cccbde9e2bb736147721722e8a8ca965149_1,1,,
explicit,122.0,4. Discussion,45.0,", 2005) and after didactic workshop training (mean d = −0.55; Baer et al., 2004; Miller et al., 2004; Moyers et al., 2008).",background,0.7356,c46611a37f40dccbd5b7f96400be5d5f7e0d6e08,28dcad7d012c227066072ffe91e2628bfa0f41d8,True,c46611a37f40dccbd5b7f96400be5d5f7e0d6e08>28dcad7d012c227066072ffe91e2628bfa0f41d8,c46611a37f40dccbd5b7f96400be5d5f7e0d6e08>28dcad7d012c227066072ffe91e2628bfa0f41d8_0,0,,
explicit,103.0,Discussion,80.0,"The results for veridical recall replicated previous results in the literature (Bal-
 lardini et al., 2008; McDermott & Watson, 2001), with the average recall of studied words increas-
 ing monotonically as SOA increased.",result,,3edfbd82cb41288a9f6081b7e523bc0067932700,23600edff3b249b55369754adb515a31a08288e0,False,3edfbd82cb41288a9f6081b7e523bc0067932700>23600edff3b249b55369754adb515a31a08288e0,3edfbd82cb41288a9f6081b7e523bc0067932700>23600edff3b249b55369754adb515a31a08288e0_0,0,not_supportive,
explicit,161.0,METHODS,148.0,"LMM is an extension of typical linear regression analysis which includes random effects in the structure of the mean rather than the fixed effects.([17,19,25,26]) LMM was used to determine factors affecting growth trends over time.",method,,969d3fc2e1fda17609d6bda20a1a13b810b26dec,85553083d35703d05720f0ad12d9b7cf93e66ead,False,969d3fc2e1fda17609d6bda20a1a13b810b26dec>85553083d35703d05720f0ad12d9b7cf93e66ead,969d3fc2e1fda17609d6bda20a1a13b810b26dec>85553083d35703d05720f0ad12d9b7cf93e66ead_0,0,,
explicit,92.0,1. Methods,89.0,Defect size was classified into the A-D scale described by Lally and the CDH study group [2].,method,,5887b773642aed1a8fdba47a1e5251accfa10f71,2363be32463a829ec6cbd7397580b7e95c4cef3f,False,5887b773642aed1a8fdba47a1e5251accfa10f71>2363be32463a829ec6cbd7397580b7e95c4cef3f,5887b773642aed1a8fdba47a1e5251accfa10f71>2363be32463a829ec6cbd7397580b7e95c4cef3f_0,0,,
explicit,173.0,Results,166.0,"Analysis of this partial sex chromosome sequence revealed that the contig contains the previously identified W marker Pv72W and contig C1, but not the Z marker Pv71Z [27,28] (Figure 1a).",background,0.7703,0210744712745069cf428272f413db0483ec764d,485a7c05469a177cc929b616bb246c242ea61f4b,False,0210744712745069cf428272f413db0483ec764d>485a7c05469a177cc929b616bb246c242ea61f4b,0210744712745069cf428272f413db0483ec764d>485a7c05469a177cc929b616bb246c242ea61f4b_0,0,,
explicit,237.0,Methods,218.0,"The TLFBmethod (Sobell and Sobell 1992) was used to obtain self-reported amount and frequency of cannabis use in the past 30 days, and diagnosis of current cannabis use disorders was conducted using the DSM checklist (Hudziak et al. 1993).",method,,3479e381f8149a9a6b12285a8e9c16d5a991cdbb,da49bf02f3c85064c7392eccb36971b63d0bf378,False,3479e381f8149a9a6b12285a8e9c16d5a991cdbb>da49bf02f3c85064c7392eccb36971b63d0bf378,3479e381f8149a9a6b12285a8e9c16d5a991cdbb>da49bf02f3c85064c7392eccb36971b63d0bf378_0,0,,
explicit,192.0,DISCUSSION,175.0,"Thus far, increases in the diagnostic sensitivity of CA125 by using marker panels have been moderate (5–10%), often at the expense of decreases in specificity, and vice versa (Tuxen et al, 1995; Meyer and Rustin, 2000; Bast, 2003; Zhang et al, 2004).",background,0.7314,bbacb6d3e8299c3ec753cdcaf182674574bca47e,d5d4344438368dc09d930d95b40459645be09bd8,True,bbacb6d3e8299c3ec753cdcaf182674574bca47e>d5d4344438368dc09d930d95b40459645be09bd8,bbacb6d3e8299c3ec753cdcaf182674574bca47e>d5d4344438368dc09d930d95b40459645be09bd8_4,4,,
explicit,450.0,Discussion,446.0,"Previous reports have shown that the indiscriminate use of axillary ultrasound alone or in combination with fine needle aspiration or core biopsies in all breast cancer patients is not practical or cost-effective [12, 13, 16, 26– 31]; however, as stressed in this review, when this approach is targeted to a breast cancer population at higher risk for axillary metastases, the approach is not only clinically justified but is also cost-effective [18].",result,,60089b901a7039fc47328247106253a2776147aa,9326da52bd6f90cf66419f37a9daf2e6bc44e2a2,False,60089b901a7039fc47328247106253a2776147aa>9326da52bd6f90cf66419f37a9daf2e6bc44e2a2,60089b901a7039fc47328247106253a2776147aa>9326da52bd6f90cf66419f37a9daf2e6bc44e2a2_0,0,,
explicit,178.0,1. Introduction,112.0,", 2006), and there are many examples of studies examining the adoption of mobile technology and mobile services (Balocco et al., 2009; Kim and Garrison, 2009; Liang et al., 2007), to the best of the authors’ knowledge, this is the first study to combine these two perspectives in an attempt to understand how sales forces adopt mobile technology for the purposes of accessing CRM systems.",background,0.7509999999999991,1ed8042c32b484573035db874ee8db00b77ba326,f08f08fab4db474ed6d556b908622d95afa2704f,True,1ed8042c32b484573035db874ee8db00b77ba326>f08f08fab4db474ed6d556b908622d95afa2704f,1ed8042c32b484573035db874ee8db00b77ba326>f08f08fab4db474ed6d556b908622d95afa2704f_11,11,,
explicit,104.0,1 236 (34.1) 0.80 (0.68–0.95) 0.84 (0.71–1.01) 130 (36.9) 0.90 (0.72–1.13) 0.88 (0.70–1.10) 4403 (38.9),100.0,"Currently, the term of parity refers to the numbers of maternal parturition processes of live birth [15].",background,1.0,656242c7daa88d31072313f6103d20b3585a9d49,e53eb28833bb5be0eca10d9d0be00a25e9d52470,False,656242c7daa88d31072313f6103d20b3585a9d49>e53eb28833bb5be0eca10d9d0be00a25e9d52470,656242c7daa88d31072313f6103d20b3585a9d49>e53eb28833bb5be0eca10d9d0be00a25e9d52470_1,1,,
explicit,91.0,Cell sorting,84.0,"Endothelial cell cultures and capillary tubeswere generated as previously described (5, 11).",method,0.765,33faf9c0b0ea2292ec82800186ca82e54b087ecf,3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47,False,33faf9c0b0ea2292ec82800186ca82e54b087ecf>3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47,33faf9c0b0ea2292ec82800186ca82e54b087ecf>3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47_8,8,,
explicit,24.0,2 The Theory,0.0,"Dyck and Zingales (2004)
5
measure these benefits using an event study methodology.",method,0.7664000000000001,8b8640b0c363a7d970d3251992e488fdfbb5eda9,0f01087462f68d5d36e72a1507f07d00b60edd0f,False,8b8640b0c363a7d970d3251992e488fdfbb5eda9>0f01087462f68d5d36e72a1507f07d00b60edd0f,8b8640b0c363a7d970d3251992e488fdfbb5eda9>0f01087462f68d5d36e72a1507f07d00b60edd0f_2,2,,
explicit,275.0,Methods,264.0,"They comprised 136 strains isolated from clinical environments; 42 strains isolated from intertidal sand contaminated by Prestige’s crude oil [23]; 50 strains from our laboratory collection, which have been previously studied by multilocus sequence analysis, MLSA [6, 20, 22]; and strain PE, which was isolated from a bioreactor seeded with the commercial compound Putidoil®.",method,1.0,4f29bb911fced42c0eb022b0667dc1b8821e281a,5af1eb1c5829e593c8a78c79221ff56eb01a377c,False,4f29bb911fced42c0eb022b0667dc1b8821e281a>5af1eb1c5829e593c8a78c79221ff56eb01a377c,4f29bb911fced42c0eb022b0667dc1b8821e281a>5af1eb1c5829e593c8a78c79221ff56eb01a377c_1,1,,
explicit,145.0,1. INTRODUCTION,138.0,"inflammatory response in endothelial cells, resulting in elevated expression of adhesion molecules and increased endothelial permeability (4, 64), Figure 3.",background,1.0,a4fe084ba1aba752abdf3701122076da29a4e4fd,c1930f45d13981c15ad652c731434535fa597578,True,a4fe084ba1aba752abdf3701122076da29a4e4fd>c1930f45d13981c15ad652c731434535fa597578,a4fe084ba1aba752abdf3701122076da29a4e4fd>c1930f45d13981c15ad652c731434535fa597578_2,2,,
explicit,35.0,Introduction,28.0,capillary endothelial cells [16;17] - we have been evaluating its participation in the response to respiratory tract infections.,background,,3f6a634bd5ddd50c927e08a7b9fb6bcf5f7cd444,d54d92a57c4d750af214205eca5566b1c3e745e9,False,3f6a634bd5ddd50c927e08a7b9fb6bcf5f7cd444>d54d92a57c4d750af214205eca5566b1c3e745e9,3f6a634bd5ddd50c927e08a7b9fb6bcf5f7cd444>d54d92a57c4d750af214205eca5566b1c3e745e9_0,0,,
explicit,81.0,3.4.1 Implementation,71.0,"Gene function classification 48
We use single-variable slice sampling (Neal, 2003) to sample from the posterior distribution of hyperparameters.",method,,f7157f8169b620f0116bc2a4329107ef09c1bbe8,2099b15fe75c2e6addcb9a500214b490725b7d51,True,f7157f8169b620f0116bc2a4329107ef09c1bbe8>2099b15fe75c2e6addcb9a500214b490725b7d51,f7157f8169b620f0116bc2a4329107ef09c1bbe8>2099b15fe75c2e6addcb9a500214b490725b7d51_1,1,,
explicit,173.0,"278: R640–R645, 2000.",165.0,"A 3-day duration of UUO was used, as both AT1 and AT2 receptors are abundant in the kidney at this age and renal AT2 expression falls rapidly in the neonatal period (27, 48).",method,1.0,e934e9795fa0a7a69d861bd19c988bd0b027f746,c2acbe1582e1147d4fe4aa9ca1d8473cefe40b6f,False,e934e9795fa0a7a69d861bd19c988bd0b027f746>c2acbe1582e1147d4fe4aa9ca1d8473cefe40b6f,e934e9795fa0a7a69d861bd19c988bd0b027f746>c2acbe1582e1147d4fe4aa9ca1d8473cefe40b6f_4,4,,
explicit,117.0,Response to long-term overfeeding,90.0,"A number of studies have reported similar conclusions (Dauncey 1990; Esparza et al. 2000; Johannsen and Ravussin 2008; Levine 2004; Levine et al. 1999, 2001a; Schoeller 2001).",result,0.7548,30c675464ff3e433f690c912fe34f89574dba644,40f9a416d6fd2d9d705d57106df57cd4bff367ee,True,30c675464ff3e433f690c912fe34f89574dba644>40f9a416d6fd2d9d705d57106df57cd4bff367ee,30c675464ff3e433f690c912fe34f89574dba644>40f9a416d6fd2d9d705d57106df57cd4bff367ee_5,5,,
explicit,123.0,1. Introduction,119.0,"In fact, their basis are MP grammars, where multiset transformations are regulated by functions in a deterministic way [19].",background,1.0,4f1e5dafcea13efdb97597d15bacdfcbac2e8497,ee7068e6b978ece1dfe6dbaad04b4e4340655639,False,4f1e5dafcea13efdb97597d15bacdfcbac2e8497>ee7068e6b978ece1dfe6dbaad04b4e4340655639,4f1e5dafcea13efdb97597d15bacdfcbac2e8497>ee7068e6b978ece1dfe6dbaad04b4e4340655639_1,1,,
explicit,131.0,2.3 Digital Platforms as Layered Modular Architectures,127.0,"Past studies have laid the foundation for envisioning digital platforms as layered modular architectures [8], [9], [44], [51], [57], especially with respect to how technological capabilities affect interconnected digital platforms [33], as well as how platform owners exercise governance in an attempt to strike an equilibrium between control and openness to foster platform innovation [11], [12], [30], [34], [54].",background,1.0,24f45474d52f1880b6d9ebc6cdc3a8b41d2abc3a,03a02c636aef2616afe010f2c81a1adf33808d16,True,24f45474d52f1880b6d9ebc6cdc3a8b41d2abc3a>03a02c636aef2616afe010f2c81a1adf33808d16,24f45474d52f1880b6d9ebc6cdc3a8b41d2abc3a>03a02c636aef2616afe010f2c81a1adf33808d16_0,0,,
properNoun,148.0,Methods,137.0,Flow cytometry Flow cytometric analyses were performed on dissociated embryonic pancreatic cells from MIP-GFP mice using FACSAria II (BD Biosciences) (see ESM Methods).,method,,3414229f741897298ac0d82d5ed6b20beac55167,ea24eb39ddac5afdfe450c82ab70bf2829ae1cf5,False,3414229f741897298ac0d82d5ed6b20beac55167>ea24eb39ddac5afdfe450c82ab70bf2829ae1cf5,3414229f741897298ac0d82d5ed6b20beac55167>ea24eb39ddac5afdfe450c82ab70bf2829ae1cf5_2,2,,
explicit,162.0,Discussion,152.0,"Several studies support our results showing that IFN-c plays an important role in recovery from influenza viral infection by helping to clear the virus [27,28,29].",result,,adbcc12a04e608f88b1dcb12568207fe5398f520,2326f0b32885b151ed126731f810ec71dc421676,False,adbcc12a04e608f88b1dcb12568207fe5398f520>2326f0b32885b151ed126731f810ec71dc421676,adbcc12a04e608f88b1dcb12568207fe5398f520>2326f0b32885b151ed126731f810ec71dc421676_0,0,not_supportive,
explicit,128.0,Introduction,110.0,"Intestinal obstruction has been reported as a major cause of mortality in CF mice with severe CFTR mutations (Walker et al, 2006).",background,1.0,061cffec383a671ed9503562cbaa87de3f02a450,b1075332514e2cf36457287c9ab4d5220690e1cd,False,061cffec383a671ed9503562cbaa87de3f02a450>b1075332514e2cf36457287c9ab4d5220690e1cd,061cffec383a671ed9503562cbaa87de3f02a450>b1075332514e2cf36457287c9ab4d5220690e1cd_0,0,,
explicit,130.0,DISCUSSION,113.0,"Other studies suggest that altering affinity to FcRn might alter the bioavailability of mAbs (Deng et al., 2010; Deng et al., 2012), and SC bioavailability appears lower in FcRn-deficient mice as compared to wild type animals (Wang et al., 2008).",background,1.0,af794c74a2bfd33336bca2a410ed42a978d98a89,691576326d898a7e56628c7775eb1acd93316a58,True,af794c74a2bfd33336bca2a410ed42a978d98a89>691576326d898a7e56628c7775eb1acd93316a58,af794c74a2bfd33336bca2a410ed42a978d98a89>691576326d898a7e56628c7775eb1acd93316a58_3,3,,
explicit,100.0,Results and Discussion,89.0,"This result might explain why high IFP is associated with poor prognosis in human cancer (4, 21, 22).",background,0.7247,40ad0fd2984237843e1ebac0b7de2c8647912490,fad412b844edfb75181255f439a2189e32345e6d,False,40ad0fd2984237843e1ebac0b7de2c8647912490>fad412b844edfb75181255f439a2189e32345e6d,40ad0fd2984237843e1ebac0b7de2c8647912490>fad412b844edfb75181255f439a2189e32345e6d_0,0,,
explicit,173.0,Discussion,167.0,"Actually, it is not possible to make definitive statements of PSA failure after salvage brachytherapy because of wide variety of PSA definition reported at literature [3-11].",background,1.0,8bd1b74e46d368b581b7a53c7e6b8dbe2e0acd18,a95d737a0abee41adcb93e59fc8c537b54cea0aa,True,8bd1b74e46d368b581b7a53c7e6b8dbe2e0acd18>a95d737a0abee41adcb93e59fc8c537b54cea0aa,8bd1b74e46d368b581b7a53c7e6b8dbe2e0acd18>a95d737a0abee41adcb93e59fc8c537b54cea0aa_0,0,,
explicit,126.0,Methods,108.0,"When the observation was finished, we measured the colony size by using the same method as described above (SkoÃÅrka et al. 2006).",method,,624e6de05b43da1a74665a5e8bb4cc29d6801f6b,7f697a5d630575a4df0a0c71266496a905f2d5d3,False,624e6de05b43da1a74665a5e8bb4cc29d6801f6b>7f697a5d630575a4df0a0c71266496a905f2d5d3,624e6de05b43da1a74665a5e8bb4cc29d6801f6b>7f697a5d630575a4df0a0c71266496a905f2d5d3_0,0,,
explicit,152.0,,127.0,"Recently, a few real option models characterized by the presence of Knightian uncertainty( or ambiguity) 8 have been proposed (Nishimura and Ozaki, 2007; Asano, 2005; Trojanowska and Kort, 2010; Miao and Wang, 2010).",background,1.0,aa2cd9d04362b7c84602e3fd6b0b0d91b945fb87,932de154c10090d21334811fd0b867ebb9d9dcff,True,aa2cd9d04362b7c84602e3fd6b0b0d91b945fb87>932de154c10090d21334811fd0b867ebb9d9dcff,aa2cd9d04362b7c84602e3fd6b0b0d91b945fb87>932de154c10090d21334811fd0b867ebb9d9dcff_5,5,,
explicit,181.0,Introduction,161.0,"Moreover, although C57 mice were shown to be the most sensitive mouse strain to the rewarding properties of morphine, with contrasting effects in the DBA strain (Orsini et al. 2005), the opposite effects have also been demonstrated in a conditioned place preference paradigm (Cunningham et al.",background,1.0,07895f7b08a16c607fc6e8621a1256784c7461c4,488e1b26dcc9274c9bf4f8ee7dd5d96109565214,True,07895f7b08a16c607fc6e8621a1256784c7461c4>488e1b26dcc9274c9bf4f8ee7dd5d96109565214,07895f7b08a16c607fc6e8621a1256784c7461c4>488e1b26dcc9274c9bf4f8ee7dd5d96109565214_7,7,,
explicit,174.0,Kinetic analysis,147.0,"…largest features in the 150-ms amplitude spectrum correspond to a loss of spectral features previously attributed to hK (Rothschild et al., 1988; Dioumaev and Braiman, 1997a), and a gain of features previously attributed to hL (Rothschild et al., 1988; Walter and Braiman, 1994; Chon et al.,…",background,0.7336,24fe18db8ad1c3b1d77a73b1fea0f9a471434bf7,57220e5e1106b295bab12105c79f6307ab220e0f,False,24fe18db8ad1c3b1d77a73b1fea0f9a471434bf7>57220e5e1106b295bab12105c79f6307ab220e0f,24fe18db8ad1c3b1d77a73b1fea0f9a471434bf7>57220e5e1106b295bab12105c79f6307ab220e0f_11,11,,
explicit,241.0,Discussion,147.0,"), it is a direct measure of sympathetic activity that is relatively free of any influence of somatic symptoms (respiratory cycles or muscle tone) [Geer, 1966; Corah and Pantera, 1968; West et al., 1983; Jiménez, 1995; Lundgren et al., 2001].",background,0.7451,1602a793613163691841c6fd285273e504816c22,4af9dd91f41429e41761799539ddd4b071872c8a,True,1602a793613163691841c6fd285273e504816c22>4af9dd91f41429e41761799539ddd4b071872c8a,1602a793613163691841c6fd285273e504816c22>4af9dd91f41429e41761799539ddd4b071872c8a_1,1,,
explicit,217.0,INTRODUCTION,197.0,"Many Sulfolobus chromatin proteins and transcription factors are post-translationally modified (Bell et al., 2002; Botting et al., 2010; Esser et al., 2012; Reimann et al., 2012; Niu et al., 2013; Reimann et al., 2013).",background,1.0,8fa395d7ac3dbba558d5b73dd53185cccea8bb28,f4d9d6e1e243f66a3009acafa8d7b0d13254f488,False,8fa395d7ac3dbba558d5b73dd53185cccea8bb28>f4d9d6e1e243f66a3009acafa8d7b0d13254f488,8fa395d7ac3dbba558d5b73dd53185cccea8bb28>f4d9d6e1e243f66a3009acafa8d7b0d13254f488_5,5,,
explicit,287.0,Introduction,268.0,"…and morphogens contained within the E-CSF (such as FGF2, apolipoproteins, retinol binding protein, retinol and low density lipoproteins) in controlling initial neurogenesis and neuroepithelial cell proliferation and survival (Martin et al., 2006; Bachy et al., 2008; Parada et al., 2008, in press).",background,0.7249,e022722e6dd6656f9cd1d6662aecdd947ed3c994,9e2b8002db0fecc57f15aff4e82d6be0fdf8b2ae,False,e022722e6dd6656f9cd1d6662aecdd947ed3c994>9e2b8002db0fecc57f15aff4e82d6be0fdf8b2ae,e022722e6dd6656f9cd1d6662aecdd947ed3c994>9e2b8002db0fecc57f15aff4e82d6be0fdf8b2ae_0,0,,
explicit,174.0,RESULTS,153.0,"…Aldrich, 1993a; Mead et al., 1998; Mullmann et al., 1999), or the channel (MacKinnon and Miller, 1989; Myers and Stampe, 2000), or by charge screening (Anderson et al., 1988; MacKinnon and Miller, 1988; Lucchesi and Moczydlowski, 1991; Giangiacomo et al., 1992, Murrell-Lagnado and Aldrich, 1993b).",background,1.0,de55a5cd1616bf4539bf66936b34e90a594cabee,32a089cfda93488dd4ce93bef85500d27e660d8d,True,de55a5cd1616bf4539bf66936b34e90a594cabee>32a089cfda93488dd4ce93bef85500d27e660d8d,de55a5cd1616bf4539bf66936b34e90a594cabee>32a089cfda93488dd4ce93bef85500d27e660d8d_4,4,,
explicit,156.0,INTRODUCTION,142.0,"recall of prices of everyday items in healthy adults when price information was consistent with prior knowledge than when it was inconsistent (Castel, 2005).",background,1.0,10eb32511984198b5f42d1dc18e6f88a4ebb0ce3,af07306f99ecbbf9689f03f089824f67a7b9a570,False,10eb32511984198b5f42d1dc18e6f88a4ebb0ce3>af07306f99ecbbf9689f03f089824f67a7b9a570,10eb32511984198b5f42d1dc18e6f88a4ebb0ce3>af07306f99ecbbf9689f03f089824f67a7b9a570_0,0,,
explicit,183.0,Methods,179.0,The adaptation process consisted of the following steps: (1) focus group discussions to adapt the language of a depression screening instrument (the PHQ-9) (previously described) [14]; (2) a validation study to determine the test characteristics of the PHQ-9 among HIV-infected patients in Cameroon (previously described) [14]; (3) key informant interviews with a variety of health care providers to define the existing (preintervention) standard of care for patients presenting with mental health disorders; (4) adaptation of medication and dosing recommendations in consultation with local medical,method,,b838d310ddc84a01d9fd670c9ed8d594e564863b,60dc66690591c5c50c34a203080ddb4ddd3e7b47,False,b838d310ddc84a01d9fd670c9ed8d594e564863b>60dc66690591c5c50c34a203080ddb4ddd3e7b47,b838d310ddc84a01d9fd670c9ed8d594e564863b>60dc66690591c5c50c34a203080ddb4ddd3e7b47_0,0,,
