contextID,citationID,CONTENTS,LABELS
186552768,217200578,"ross-Validation. Testing a classification model with data samples that were used during the training phase can lead to higher classification accuracy rates than the algorithm would typically 45 yield =-=[59]-=-. ML research is generally more concerned with how a classifier performs with data samples it has never seen before, rather than how well it can repeat the classification labels on the data samples us",UNK_UNK
22836029,21727267,"review concepts of k-connectivity and k-CDS, and algorithms that verify k-connectivity and form a k-CDS. 2.1. Virtual backbone construction A wireless network is usually modelled as a unit disk graph =-=[9]-=- G = (V, E), where V is the set of wireless nodes and E the set of wireless links. Each node in V is associated with a coordination in 2-D or 3-D Euclidean space. A wireless link (u, v) ? E if and onl",UNK_UNK
30676159,29975030,"nce the errors may form collisions that are easy to find). Rather, we first show that h ? S is a family of distributional collision resistant hash functions (DCRH) (a similar primitive was defined in =-=[26]-=-). Loosely speaking, this is a family such that for a randomly chosen hash in the family, no efficient algorithm can find a random collision of the hash. A DCRH is useful since such a family translate",UNK_UNK
45054488,45890254,"tice of antichains of state sets. Antichains of state sets can be seen as a symbolic and compact representation for ?-downward-closed sets of sets of states. 1 This solution extends our recent result =-=[10]-=- from safety objectives to all ?-regular objectives. To justify the correctness of the algorithm, we transform games of imperfect information into games of perfect information while preserving the exi",UNK_UNK
23750200,22737942,"lly available SMTs and (3) simulated SMTs using modest and realistic architectural extensions for fine-grain synchronization and thread spawning. Most of the existing parallel mesh generation methods =-=[4, 8, 10, 12, 14, 15, 18, 21, 24, 25, 36]-=- use only a coarse-grain approach, with only one exception [22]. In [22] the authors evaluate three singlegrain approaches based on either a coarse-grain algorithm using the MPI programming paradigm o",UNK_UNK
165228277,186727787,"SVM have to be done asswell. The total number of calculations is large. However a search algorithm is not required,sas in MPDCC. Because of that the required computation time is comparable with MPDCCs=-=[36]-=-.s3.5.4 Performance evaluationsThe proposed algorithm has the advantage of fast controllability due to the predictive partsof the algorithm. Because of the SVM the required vectors can be created accu",UNK_UNK
35048962,35213768,Structure design space contains patterns that help find an appropriate algorithm structure to exploit the concurrency that has been identified. (Three patterns from this design space are presented in =-=[6]-=-.) ,UNK_UNK
13367462,12476216,"oints-to set. Many different pointer analysis algorithms exist, differing in precision, complexity, and cost [23]. We use a context-sensitive pointer analysis based on the Cartesian Product Algorithm =-=[1]-=-. 2. S-unification (Section 5.5) combines the results of pointer analysis with the declarations of generic library classes in order to generate subtype constraints. Its name comes from its similarity ",UNK_UNK
127662685,144502716,"ed. By separating ranking from similarity measurement, one can leverage ranking algorithms to generate a global ordering. Just like existing re-ranking algorithm for web page [6], image [7] and video =-=[8]-=- retrieval, our proposed method also takes the similarity/dissimilarity/distance matrix as the input, and outputs an optimized similarity matrix for the final ranking. However, the difference in our s",UNK_UNK
27233357,26535957,"thors provided efficient cache-oblivious solutions to several problems including sorting, matrix transposition, matrix multiplication, and performing discrete Fourier transforms. Experimental results =-=[23, 27]-=- indicate that generally cache-oblivious algorithms perform better than cache-aware ones when the data set is too large to fit in main memory, but are slower when only the higher levels of the memory ",UNK_UNK
7787036,7441705,"scribed an O(jEj log jV j) maximal planarization algorithm based on the Hopcroft-Tarjan planarity testing algorithm, and Kant [K92] generalized the maximal planarization algorithm of Jayakumar et al. =-=[JTS89]-=- for a special class of graphs to an O(jV j 2 ) planarization algorithm based on PQ-trees of Booth and Lueker [BL76]. For the weighted maximum planar subgraph problem Foulds et al. described some heur",UNK_UNK
176613207,203081930,"y,sthe second enforces dual feasibility,saresLagrange multipliers,sare dual slackssvariables,s,s, andsis proposed. Assumingsands, thensby a Taylor approximation of (B.4) to the firstsorder, we obtain =-=[2, 42]-=-s[ ] [ ] - [s-s-s-s] , (B.5)swheresvsvs(B.6)s-s,sThe PD-IPM of the Algorithm A.1 computes asfeasible solutionsto the LP problem in thesstandard form (B.2) with parameterssgivensin the left hand side o",UNK_UNK
137785748,156667364,"] and the Generomak [36] scheme. The costs are split into the standard accounting categories [37] generally used in the reporting of power plant costs. The best references for the algorithms used are =-=[2]-=-, and source file costs.f90 in the code itself. The majority of the costed items have a unit cost associated with them. These values scale with (for example) power output, volume, component mass etc.,",UNK_UNK
3798591,3681468,"orting algorithms, we observed a nonlinear running time for radix sort (contradicting the theoretical analysis), which is a simple consequence of caching effects. Recent studies by LaMarca and Ladner =-=[LL96, LL97]-=- have quantified many aspects of caching and offer suggestions on how to work around (or take advantage of) caching effects. Johnson [Joh01] offers a detailed list of the various problems he has obser",UNK_UNK
82663835,85764372," 8,066,000 Yield / Area (pixel/s / logical 39, 539 elements) Table 1. Results of the synthesis in FPGA The tests of the algorithm implemented in software that served as the basis of this architecture =-=[2]-=- were carried out in a computer with a Celeron processor at 1.4 GHz and 512 MB of RAM memory, Windows XP operating system with Matlab version 7.0. As it can be seen in Table 2, the software implementa",UNK_UNK
175434957,201409107,"he-art algorithms are given in the book by Botsch et al. [4]. Many of these methods are not fast enough for our application. One fast stochastic decimation model has been introduced by Wu and Kobbelt =-=[5]-=-, but it still does not achieve the performance needed for real-time streaming. The nature of decimation methods is that they start from a complex model and simplify it, whereas our method constructs ",UNK_UNK
132385584,150668322,", several researchers have studied how to apply developmental processes to indirect encoding-based algorithms (Gruau, 1992; Kitano, 1990; Mattiussi and Floreano, 2007; Stanley and Miikkulainen, 2003; =-=Suchorzewski, 2011-=-). HyperNEAT by Stanley et al. (2009) and the variants that followed the original algorithm (D",UNK_UNK
10256377,9672998,etermine the edges of the forest which have one endpoint in R 0 and the other in G[R] \\Gamma R 0 . This process is iterated for k \\Gamma 1 phases after which we apply the spanning forest algorithm of =-=[HZ96]-=- to the remaining graph. To extract the graph induced by R we use O(log 2 n) processors that in parallel read the information from the adjacency matrix of G and write this in constant time to the adja,UNK_UNK
23079966,21998289,"nce depends on the ratio k/n have emerged over the years, for example, a greedy heuristic proposed by Asahiro, Iwama, Tamaki and Tokuyama [8], and SDP-based algorithms developed by Feige and Langberg =-=[23]-=- and Han, Ye and Zhang [36]. For the case k = ?(n), Arora, Karger and Karpinski [5] devised a PTAS in dense graphs. Every branch of optimization seems to have its own treatment of the Lagrangian relax",UNK_UNK
6274463,6051297,"es. Roughly similar to subtype polymorphism, but incomparable in expressive power, are Remy's row variables [Rem89]. A system which combines first-class polymorphism with row variables, as studied in =-=[GR99]-=-, can express many aspects of F# , and admits a complete and decidable type inference algorithm based on unification. But the resulting type system tends to become fragile and complex and the necessar",UNK_UNK
21826800,20621979,"uracy will improve. The rst algorithm considered was HMM-recombination, which is better known as either Parallel Model Combination or HMM-decomposition [139, 42]. Later, two-level dynamic programming =-=[122]-=- was implemented for this task. The following sections discuss these two algorithms and their experimental results for this task. 5.1 HMM-Recombination HMM-recombination was the rst of the two algorit",UNK_UNK
23335347,22276234,". Specific issues include the assumptions made during the interpolation process (Dearwent et al. 2001, Karimi et al. 2004), the underlying accuracy of the reference dataset (Gatrell 1989, Block 1995, =-=Drummond 1995-=-, Martin and Higgs 1996, Chung et al. 2004), the uncertainty in the matching algorithm (O",UNK_UNK
9362835,8873321,"ch issues has been devoted to finding fast preprocessing algorithm that can make the search for a solution efficient in important practical cases. Such algorithms (Mackworth, 1977) (Montanari, 1974) (=-=Freuder, 1978) (Dechter-=- and Pearl, 1987) (Freuder, 1988) were found to be so convenient (Mackworth and Freuder, 1985) that another main research direction focussed on finding so-called &quot;islands of tractability&quot;, t",UNK_UNK
1596204,1506965,"e not directly used to parse sentences. Instead, they are compiled into a language-specific GLR machine for efficient, bottom-up parsing. PAPPI and GLR Parsing LR Parsing is first introduced by Knuth =-=[35]-=- and then used in programming language compilation very successfully because of its efficiency. LR parsing belongs to the family of bottom-up, left-to-right, shift-reduce parsing algorithms. It scans ",UNK_UNK
136319677,155041306,"ince each x ? P is adjacent to at least one vertex in D (in fact, at least ?k), the collection of sets {q : (?i)qi ? D} forms a set cover ofX of size at most kb+ (1? ?)k ? (2? ?)kb ? (1? ?/2)(ln(n) +O=-=(1)-=-)b ? (1? ?(?)) ln(n)b, as claimed. The algorithm B clearly runs in polynomial time, and is a ((1 ? O(1)) lnn)- approximation algorithm for the Set Cover problem. Thus the theorem follows. 3. A Randomi",UNK_UNK
10182595,9606777,"y brief summary of the most familiar approaches to graph partitioning. The defacto benchmark algorithm for almost twenty five years has been the famous local search heuristic due to Kernighan and Lin =-=[KL70]-=- (KL ). Many alternative approaches have been proposed and examined. Some have demonstrated improvements over KL for special classes of inputs, but it is remarkable, considering the importance of the ",UNK_UNK
184788131,214688121,"pearing in the literature over the past few years (Smith and Waterman, 1981; Martinez, 1983; Smith et al., 1990; Roytberg, 1992; Benson and Waterman, 1994; Neuwald and Green, 1994; Wang et al., 1994; =-=Jonassen et al., 1995-=-; Sagot et al., 1995; Suyama et al., 1995; Guan and Uberbacher, 1996; Sagot and Viari, 1996). The pattern types that these algorithms are able to handle range from simple strings to quite general regu",UNK_UNK
20822531,19613096,"n fits to binding data for several MHC class II alleles from the AntiJen database. In all cases homologous sequences were first removed from the data sets using a pre-filtering algorithm, UniqueProt (=-=Mika and Rost 2003-=-). Parametric fits were then made based on polynomials with one, two, or three fitted parameters (linear, quadratic, and cubic, respectively). Analysis of variance from these fits showed that for thes",UNK_UNK
82340119,85364667,"hoose ?1 = 1, ?2 = 0, r = 0, and ?1(k) = k ? 1, then it becomes the Barzilai-Borwein method, and if we choose ?1 = 1 and ?2 = 0, then it becomes the gradient method with retards. Following Dai et al. =-=[4]-=-, we used the following choice of ?i(k): ? ? k ? mi ?i(k) = Mc , (5.1) where mi(i = 1, 2) are positive integers. In this section, we call Algorithms EBB and NEBB with (5.1) cyclic EBB and cyclic NEBB,",UNK_UNK
95150172,101585907,"nation. It is easy to show that   % 8 where 8 is the maximum number parents of a probe node, and     in the worst case4. Thus, we focused on approximating MPE, and studied 4Algorithm Quickscore(=-=Heckerman 1989-=-), specifically derived for noisy-OR networks, has the complexity  GL wheresis the number of ",UNK_UNK
7277589,6960996,"ciated to X a produces the same partition than rening P with respect to the pivot set associated to X b . Then using the \\Hopcroft's rule&quot; (or process the smallest half rule), introduced by Hopcr=-=oft [1]-=- for deterministic automaton minimization, ecient algorithm can easily be designed. 6 Hopcroft's rule: Let X be a class splitted into X a and X b . If the partition P is stable with respect to the piv",UNK_UNK
5154488,4987715," well-known block algorithms: LU and Cholesky factorizations. No extra oating-point operations nor extra working storage are required for either of these simple block algorithms. (See Gallivan et al. =-=[33]-=- and Dongarra et al. [19] for surveys of algorithms for dense linear algebra on high-performance computers.) Table 3 illustrates the speed of the LAPACK routine for LU factorization of a real matrix, ",UNK_UNK
1707571,1615429,"roaches have been previously used to find frequent subgraphs in the graphtransaction setting [33, 44, 68, 8] and have their origins on algorithms developed for finding frequent itemsets and sequences =-=[2, 3, 26, 72]-=-. A detailed description of HSIGRAM and VSIGRAM is provided in the rest of this section. 5.1 Horizontal Algorithm: HSIGRAM The general structure of HSIGRAM is shown in Algorithm 1 (the notation used i",UNK_UNK
122032251,137258596,"dow dependencies, but they typically reconstruct only a single cross-section of the surface. Daum and Dudek [DD98] extend the shadowgram algorithms to compute a complete 2D heightfield. Yu and Chuang =-=[YC02]-=- propose shadow graphs, a more efficient representation for encoding constraints in a terrain surface. The general setting for the problem of shape from shadows appears to be similar to ours at a high",UNK_UNK
138636740,157620597,"articularly relevant when data is scarce. B. Application To test our algorithm, we attempted to predict saccades to the preferred direction from recordings of LFP and single unit activity acquired in =-=[13]-=- from area LIP of macaque monkeys while they performed a memory-guided saccade task. In this task, the monkeys were required to make saccades to remembered locations of targets flashed at one of eight",UNK_UNK
4949174,4788485,"ze. For each word size we attempted to construct an OEF with approximately 160, 190, and 240 bit length, as such fields are indicated in the implementation of practical elliptic curve systems [Xx98a] =-=[Xx98b]-=-. The OEF construction algorithm from Section 7 found the fields shown in Table 1 with the exception of fields for an 8-bit word size, and the field with p = 2 61 \\Gamma 1. In both cases, ! = 2 is not",UNK_UNK
179322245,206925619,"n the independence test of our algorithm and plays a role when quantifying non-parametric BNs. Partial correlation of two variables V1 and V2 with respect to a set of variables S can be defined as in =-=[4]-=-: Definition 3. The partial correlation of two variables V1 and V2 given all other variables is ?V1,V2;V3,...Vn = K12? K11K22 where Kij denotes the (i, j)-th cofactor of the correlation matrix. The ap",UNK_UNK
134598252,153111498,"2]. There exists a considerable body of literature on algorithms to compute the medial axis of a planar polygonal domain or of a planar domain bounded by circular arcs and polygons see e.g. Montanari =-=[29]-=-, Preparata [39], Lee and Drysdale [21], Lee [22], Yap [53], Gursoy [8], Patrikalakis and Gursoy [35]. The amount of research done in the three dimensional case is smaller.sHere we have the work of O",UNK_UNK
154824633,173993290, and standard procedures. The resulting FASTA files were filtered to a minimum read length of 250 bp using Galaxy [157] and blasted against the NCBI 16SMicrobial database using BLAST+ and prfectBLAST =-=[158]-=- with standard blastn algorithm settings and 10 maximum target sequences. Further analysis was performed using MEGAN4 [159]. Meal size and two-choice preference assays Sugar meal size was determined t,UNK_UNK
73491760,74886093,"earch, both inventory and vehicle routing and scheduling problems are very popular, and several algorithms are proposed in recent surveys (Goetschalckx et al., 2002; Toth and Vigo, 2002; Leung, 2004; =-=Dullaert et al., 2007-=-; Golden et al., 2008). Moreover, a periodic survey on operative software for vehicle routing management can be found (for the last version of the survey, see Hall and Partyka, 2008). 6In transportat",UNK_UNK
6657418,6398148," that maximally constrain the rest of the search space are preferred. For value selection, 4showever, the least constraining value is preferred, in order to maximize future options for instantiations =-=[10, 3, 18, 21]-=-. Look-back schemes are invoked when the algorithm encounters a deadend. These schemes perform two functions: One, decide how far to backtrack, by analyzing the reasons for the dead-end, a process oft",UNK_UNK
185462542,215648382,"esented in my thesis [9]. 2 Related work Finding minimum witness paths is related to several other tasks. Algorithms that are concerned with the search for shortest paths in polygons (see for example =-=[10]-=-) or minimum cost paths in graphs, where weights are assigned to the edges of the graph [6] are among the best-researched topics in the field of algorithms. 222 Informatica 39 (2015) 221",UNK_UNK
8564050,8146499,"ints, as their abstract sources and destinations.) Multicast routers typically participate in higher layer multicast routing algorithms and policies that are beyond the scope of this memo (e.g. DVMRP =-=[5]-=- in the IPv4 environment). It is assumed that the multicast routers will be implemented over the same sort of IP/ATM interface that a multicast host would use. Their IP/ATM interfaces will will regist",UNK_UNK
16921030,15807899,"iameter of the environment is large compared to the range of the sensor, and then moving along the dual graph of the partition. Deployment of robotic networks Some related works on deployment include =-=[7]-=-, where an incremental heuristic for deployment is proposed, [8] where distributed algorithms for coverage control based on Voronoi partitions are designed, and [9], in which the relevance ofs1 Distri",UNK_UNK
38797062,40260043,"oss characteristics [1, 3]; the organisation of a multicast data stream into useful layers for receiver-driven, layered congestionavoidance schemes, based on capabilities reported by the receiver set =-=[14, 4]-=-; the tuning of Suppression algorithms for the selection of a representative group member or an extremum feedback value [9, 8], or for reliable multicast that avoids message implosion through access t",UNK_UNK
5589128,5406513,"by Blum and Rudich [6]). Mansour [23] gave a n O(log log n) -time membership query algorithm which learns arbitrary polynomial-size DNF under the uniform distribution. In a celebrated result, Jackson =-=[15]-=- gave a polynomial-time membership query algorithm for learning polynomial-size DNF under constant-bounded product distributions. His algorithm, the efficiency of which was subsequently improved by se",UNK_UNK
3410851,3310669,"[27] and Ke[13] study several shortest link path problems inside simple polygons. Shortest link paths with respect to non-intersecting polygonal obstacles are considered by Mitchell, Rote and WSginger=-=[22]-=-. They give an O(n2a(n)log 2 n) time algorithm. De Berg[8] studies rectilinear shortest link paths inside rectilinear polygons. He devises a data structure of size O(n log n), such that a rectilinear ",UNK_UNK
13978999,13037041,"ss of using these protocols [7, 8] to show viability of our formal V&V approach, we have been able to identify test cases that actually make the FT-RMA protocols of[7,8]fail. We rst introduce the RMA =-=[10]-=- protocolonwhich FT-RMA [7, 8] is based. Given our space constraints, we refer the reader to [10, 7, 8] for details. 3.1 Rate Monotonic Algorithm The Rate Monotonic Algorithm (RMA) [10] is a fundament",UNK_UNK
132567590,150864363,"ions p are easily isolated, so that one can obtain explicit recursive formul for all functions f (r;s) l in the expression (7). The explicit recursive formul for the transformations are reported in =-=[16]-=-. 2.3 Representation of the algorithm by trees The following construction keeps track of the algebraic operations performed in constructing all functions generated by the algorithm of the previous sec",UNK_UNK
35278091,35482430,"T )x = kv (5) where k = k(x) = ||x|| ? c||P T x|| = (1 ? c)||x|| + (d T x). Allassumptionstakenandfullproofscanbefoundat[8]. To solve the pagerank algorithm we consider several iterative methods [9], =-=[10]-=- - as a direct method incurs highcomputational cost, due to the large-size, asymmetric property of the matrix. Specifically, we take a set of Krylov subspace methods to solve the linear system of eq.",UNK_UNK
27735881,27022517," programming as, for instance, the program (1.5) is equivalent to minimize trace(W1) + trace(W2) subject to Xij = Mij [ ] (i, j) ? ? W1 X ? 0 X ? with optimization variables X, W1 and W2, (see, e.g., =-=[18,35]-=-). There are many efficient algorithms and high-quality software available for solving these types of problems. Our work is inspired by results in the emerging field of compressive sampling or compres",UNK_UNK
1588106,1499362,ith time lagged inputs. Its generalization produces a Time Delay Neural Network (TDNN) in which both inputs and hidden layer outputs are buffered several time steps and then input to following layers =-=[4]-=-. The FIR network is functionally equivalent to a TDNN but facilitates comparison to other dynamic networks and derivation of efficient training algorithms. 3. Temporal Backpropagation Dynamic neural ,UNK_UNK
25691997,24851958,"ificantly longer than the length of the control flow trace. Moreover, as shown, the compressibility of memory dependence traces, using both Sequitur [84] (grammar based compression algorithm) and VPC =-=[28, 27]-=- (value predictor based compression algorithm), is quite inferior to that of control flow traces. The table also clearly shows that capturing address traces is superior to capturing explicit dependenc",UNK_UNK
140319630,159949370," [16], and greedy algorithms [17] are also proposed to solve the sensor selection problem. Sensor selection for dynamical systems often referred to as sensor polling or scheduling, is studied in [18]",UNK_UNK
145999310,164656693,part of the final allocation. The corresponding nodes are pruned and the process ends when the M paths are found. The principle of this algorithm is derived from [11] and was adapted and exploited in =-=[8]-=-. III. IMPACT OF THE SCHEDULING SIZE Based on thousands of channel matrices the impact of the scheduling size on the minimum per-user rate was investigated. The number of channel matrices is denoted a,UNK_UNK
19381746,18193235,"lel programming, using a parallel language, by the selection and instantiation of a variety of pre-packaged parallel algorithmic forms known as skeletons. The approach is similar to that taken by Cole=-=[2]-=- for imperative languages and follows Backus's principle[l] that the key to effective (functional) programming is the availability of a small fixed set of special operators (program-forming operations",UNK_UNK
40436499,42044428,"o [1] for an application to nonlinear interface problems. The basic approach involves the solution of a linear system on the fine mesh at each Newton step. However, the two-grid algorithm proposed in =-=[2, 32]-=- takes another approach, which consists of a coarse grid solver for the original nonlinear problem, and a fine grid solver only involving for a linearized problem, which is effectively a one-step Newt",UNK_UNK
27488072,26785054,"ulty, variants have been developed in which redundant breakpoints are identified and removed every once in a while [30], leading to the so-called adaptive discretization algorithms. Luo and Bertsimas =-=[26]-=- introduced SCSCLP, established strong duality, and proposed a convergent class of algorithms for this problem. Their algorithm is also based on time discretization, removes redundant breakpoints, but",UNK_UNK
31689851,31009921,"f introducing conflicts. A number of algorithms for resolving policy conflicts have been proposed for various AC languages. They differ in the programming techniques or formalisms used. For instance, =-=[2]-=- uses an algorithm that can be implemented in any general purpose language, [3] uses Alloy, [4] uses a CLP Prolog based expert system, [5] uses an algorithm formally verified by a theorem prover, and ",UNK_UNK
162723281,183100059,"y:Qx:A (13) ?x:(x ?= t ? C(t? x)) and C(t) (where x is not in t) (14) ?x:(x = t ? C(t? x)) and C(t) (where x is not in t) 2 The following lemma is essential for the purpose of our algorithm (cf. e.g. =-=[1, 6]-=-). Lemma 4.2 Let P be a predicate and A(x1; :::; xn), B(P ) be classical first-order formulas (without second-order quantification). Let P occurs in B only positively and let A contains no occurrences",UNK_UNK
569172,532491," graph theoretic algorithms in actual deployment of Tracers for reasons cited above. 1) -HST: We present in this subsection a placement algorithm based on -hierarchically well-separated trees ( -HST) =-=[17]-=-. Intuitively, think of the algorithm that generates a -HST as a top-down graph partitioning algorithm that transforms a graph into a tree of partitions by recursively dividing far-apart Fig. 4. Greed",UNK_UNK
3901618,3778945,"f the initial population. The initial population can be chosen at random. However, it is also possible to start with a population which already has some quality. This is called seeding. Lawler et al. =-=[32]-=- and Johnson [30] described how a population of medium quality can be created. Note that seeding has to be done very carefully, since an evolutionary algorithm started with an initial population of li",UNK_UNK
132544817,150839490,"ethods learn face models from a set of representative training face images which are used for face detection. The above categorization, however, hardly applies on recent methodologies developed since =-=[17]-=-. Thus in this survey we attempt to organize algorithms in the following two major categories: ",UNK_UNK
73921368,75394416,"ithm can be an effective method for exact inference, where DPLL is a backtracking algorithm specialized for SAT that includes unit propagation, conflict recording, backjumping, and component caching (=-=Sang, Beame, & Kautz, 2005-=-a). In this paper, we present techniques for improving this weighted model counting approach for Bayesian networks with noisy-OR and noisy-MAX relations. In particular, we present two CNF encodings fo",UNK_UNK
19346828,18158596,"g three dynamic athletic behaviors: running, bicycling, and vaulting. The human models for men and women are used in conjunction with control algorithms to generate visually realistic human athletics =-=[6]-=-. The geometry The human models used in [6] to animate the dynamic behaviors were constructed from rigid links connected by rotary joints with one, two or three degrees of freedom. The dynamic models ",UNK_UNK
116515959,130309738," formula in first-order logic, where some function and predicate symbols have additional interpretations, and SMT is the problem of determining whether such a formula is satisfiable. We use the Yices =-=[7]-=- SMT solver. The algorithm to encode the constraints for a set of memory operations in a strata region is shown in Figure 1. We use two variables for each memory event to represent the SMT formula. On",UNK_UNK
57279152,58024123,"rmation theory measures, dependency measures, and consistency based measures [6]. Wrapper based feature selection employs classification accuracy of some learning algorithm [7]. Bai-Ning Jiang et al. =-=[8]-=- proposed a hybrid feature selection algorithm. It is a two step process. In the first step Symmetric Uncertainty (SU) of the individual features is calculated and those features that have less SU tha",UNK_UNK
103646304,113077317," on the SLT between any node in V and the sink is at most 1 +?2/? times the shortest path from that node to the sink. For more details on the construction of the shallow light tree (SLT ) we refer to =-=[16]-=-. The algorithm is as follows: First the SLT spanning tree is computed, the sink being the root of the SLT . Then the sink broadcasts its value Rsink to all its one-hop neighbor nodes in the SLT . Whe",UNK_UNK
5228742,5057059,"onvergence behavior than that of memory-less AIMD and binomial algorithms. We use a synchronized feedback model [4] to illustrate the convergence behavior of SIMD. In addition, using the ns simulator =-=[7]-=-, we show that SIMD can fully capitalize on the random loss property of RED [13] to improve convergence speed. Our SIMD algorithm is thesrst step to explore a new space between memory-less window-base",UNK_UNK
137265267,156091479,"ve result is due to Khot [15] ruling out a PT AS under some complexity assumptions. Still concerning Densest k-Subgraph but in restricted graph classes, [17] developed a PT AS in interval graphs, and =-=[8,16]-=- developed constant approximation algorithms in chordal graphs. In [18], we recently proved that Sparsest k-Subgraph remains NP-hard in chordal graphs and admits a 2-appoximation algorithm. We can als",UNK_UNK
27494894,26791480,"d node in earlier states. The algorithm iterates till a plan set with a local minimum total cost is reached. We consider it future work to study techniques such as simulated annealing and tabu search =-=[14]-=- for convergence to global minimum cost plans. The algorithm can be extended to multiple shared nodes (excluding the cases where cycles exist in the event detection graph), by keeping a separate monit",UNK_UNK
15884337,14812160,"of temporal transitions. In the last decade or so numerous works on algorithm animation have shown that the use of animation can promote and enhance the understanding of students who learn algorithms =-=[20, 14]-=-. Nevertheless, it was also found that one of the primary factors that can be accounted for better performance of students is active learning [20, 16, 15, 37, 2]. Teaching while giving the students a ",UNK_UNK
4766526,4610773,"ch. Three of the four categories of fuzzy parameters in Table 1 can be used to define targets for evolutionary fuzzy modeling: structural parameters, connective parameters, and operational parameters =-=[13]-=-. Knowledge tuning (operational parameters). The evolutionary algorithm is used to tune the knowledge contained in the fuzzy system by finding membership function values. Behavior learning (connective",UNK_UNK
46143452,46995969," abstract MAC layer implementation and use. Leader Election The leader election (LE) problem has been studied in the context of wired networks, shared memory (cf. [1, 18]), and wireless networks (cf. =-=[3, 8, 12, 20, 22, 25]-=-). Here, we focus on LE in single-hop wireless systems. Several randomized algorithms in [3, 4, 13, 20, 21, 23, 27] use various techniques for solving LE. However, in the aforementioned articles, the ",UNK_UNK
126889754,143491423,"al to the real distances among cages. Different colors correspond to different domains. to study it. To test the parallel algorithm we first developed a model based on a previous work on this subject =-=[86]-=-. The zeolite framework is represented by a threedimensional lattice of binding sites in bi-univocal correspondence with real adsites. In the case of Na X and Na Y there are two types of sites, SII lo",UNK_UNK
14432038,13450073,"rithm In this section we present a non-constructive algorithm that is O( p n log 2 n)-competitive with respect to latency. Our starting point is the Certified Write-All algorithm of Anderson and Woll =-=[6]-=-. In their algorithm, every process pi has a fixed permutation ssi of the integers f1; : : : ; ng. When pi takes a step it writes to the first location in ssi that has not yet been written. Intuitivel",UNK_UNK
85879507,89678378,"tomers and products. The models and the exact problem will be described in Section 2 and Section 3. In Section 4 we will show (i.e., give a proof outline) that the problem is already NP-complete (see =-=[5]-=-) in special cases. This means that an exact solution is beyond reach, possibly for many years to come. This theoretical complexity justifies the use of approximating algorithms, such as neural networ",UNK_UNK
10791684,10159276,apter 4. Efficient parallel algorithms for computing shortest paths have been devised for two special classes of planar digraphs: series-parallel digraphs and grid digraphs. A series-parallel digraph =-=[97]-=- is an acyclic digraph with exactly one source and exactly one sink that is recursively constructed by series and parallel compositions. In a seriesparallel digraph the weight of a shortest path betwe,UNK_UNK
132268753,150541590," the strengths and weaknesses of this algorithm are well tested and known [29]. We think that our idea of move generation can be transferred to other search algorithms such as Monte-Carlo Tree Search =-=[11]-=-, [12], [30], [31]. V. MODEL: DLSAI In this section we propose a model ",UNK_UNK
102471077,111493938," its reshuffled version.s3. Time series analysis, datasmining and time series predictabilitysTime series modeling selection may be applicationsdependent. According to the No Free Lunch (NFL)stheorems =-=[6]-=-, there is no search algorithm that cansoutperform all other search algorithms over allspossible search problems. Kaboudan reported thatsgenetic programming (GP) showed an equivalent orsbetter perform",UNK_UNK
137795863,156678405,"or arbitrary graphs, but no known constant-factor approximation algorithm for the node-weighted version. A geometric version of the survivable network design problem has been studied by Czumaj et al. =-=[6]-=-. Their work yields a polynomial time approximation scheme for both vertexdisjoint and edge-disjoint versions in Euclidean graphs. All of this previous research work is concerned with edge costs. In w",UNK_UNK
18396447,17233102,"ps in real and imaginary parts of the FP and FXP FFT algorithms according to (16), (17), (32), and (33). We proved these lemmas using fundamental error analysis lemmas for basic arithmetic operations =-=[3]-=- according to (10) and (11). Then, we defined in HOL the error of the pth element of the FP and FXP FFT algorithms at step k, and the corresponding error in transition from FP to FXP, according to (7)",UNK_UNK
14652006,13655857,"layer, is in NP ?coNP. This matches the best known bounds for several other classes of games, among which are turn-based deterministic parity games [EJ91] and turn-based stochastic reachability games =-=[Con92]-=-. Since the maximum average reward accumulated in the first n time units cannot be computed by iterating n times a dynamic-programming operator, the weakly-polynomial algorithm of [ZP96] cannot be ada",UNK_UNK
134179295,152648705,"locations, orientations and resolutions [3]. Typically, object detection algorithms scan the image at numerous positions and scales looking for the possible representations of the object in the scene =-=[2]-=-, [27], [33]. This detection process requires both a useful object model and a suitable image representation. Ideally, the object model should characterize in a simple manner all the variability of th",UNK_UNK
24219803,23259646,"the Kalman filtering algorithm of this paper with the previously published RLS algorithms for multiuser CDMA detection. Two typical RLS algorithms have been proposed for multiuser CDMA detection [6], =-=[9]-=-. The RLS algorithm in [6] requires spreading waveforms and propagation delays of all users, and it is not a blind multiuser detector. In addition, this RLS algorithm is a chip-rate algorithm, whereas",UNK_UNK
141682036,161096093,"s not usually the zero-configuration, ~0 ? NV? . For an undirected graph, i.e., a graph for which wt(u, v) = wt(v, u) for each pair of vertices u and v, one may use the burning algorithm, due to Dhar =-=[9]-=-, to determine whether a configuration is recurrent (for a generalization to directed graphs, see [37]): Theorem 2.1 ([9],[14, Lemma 4.1]). Let c be a stable configuration on an undirected graph ?. De",UNK_UNK
