contextID,citationID,CLEAN_CITATION_CONTEXT,UTILIZE_LABELS,USAGE_LABELS
60531184,59954372,"for stressing this aspect has to do with the way the chiral symmetry breaking effects appear in the sm and in the anomalous models. in particular, we will start by extending the analysis presented in for the derivation of the z vertex, which is here presented in far more detail. compared to 7 we show some nontrivial features of the derivation which are essential in order to formulate general",NOTUTILIZE,NOTALGO
12594752,13497599,"mote (i.e., as i,i and ifi)using a simple recursive implementation of the semantics in table 1 that needs to only store onebit per local temporal operator (similar to the one presented in detail in ), and then store themin kv i i .val . in case any of these ,i or fi refer toremote expressions or formulae, say of a thread j,then they only need to lookup into kv i j .val fortheir most recent known",NOTUTILIZE,NOTALGO
51520154,51298905,"or cycle sequencing, electrophoresis on abi 3100, applied biosystems, foster city, ca). consensus sequences were aligned using the clustal x algorithm 32 from the bioedit v. 7.0.4.1 sequence editor and corrected manually. western blot analysis the protein samples extracted from worker salivary glands (sg), worker legs, immature eggs dissected from queen ovaries (ime), queen accessory glands (ag",NOTUTILIZE,MENTION
21806562,22906918,"g from di erent combinations of the above factors. all the results reported in this section are for the isp topology of figure 1(a) under non-uniform tra c, with the widest-shortest path algorithm of used to construct ondemand explicit paths at the origin node of each ow. we measure the protocol overhead by counting the number of network state update messages generated over a simulation run. sinc",UTILIZE,USE
53529081,53028898,"he same is true for the o(a) counterterms of the operators. in other words the o(a) cutoff effects, if any, are tree level cutoff effects. for the simulations we used the hybrid monte carlo algorithm with a leapfrog integration scheme. observables are constructed from the correlation functions (we set a 1 and write x (x0,x)) cxy(x0) 1 12l 3 x,y,z with x and y a or p and y 1 (0,x) u1(",UTILIZE,USE
6423355,6688787,"uction it is now well established that a combination of genetic algorithms with local search are amongst the most powerful metaheuristcs to search complex continuous or combinatorial spaces (e.g. see s combined with local search (ls) were named memetic algorithms quot;(mas) in 10 . in the literature, mas have also been named hybrid genetic algorithms, genetic local searchers, lamarckian genetic",NOTUTILIZE,MENTION
13814811,14824598,"textual vector using vector concatenation. in the learning phase, the semantic pathfinder applies a support vector machine 41 to learn concept probabilities. here, we use the libsvm implementation with radial basis function and platt",UTILIZE,USE
66704811,65454400,"he stopping conditions, and merges the results at the end. this level transforms the original single-start sequential algorithm to a multistart parallel algorithm. below level 1, level 2 uses gpshmem to establish a global addressing space to ease the strong data dependency problem occurring in the algorithm step (refer to section 2) that identifies a set of potentially optimal boxes to be subdivi",NOTUTILIZE,MENTION
19581278,20790381,"ance since our algorithm works by identifying the temporal alignment for which the most consistent structure can be identified. our work is inspired by the similar method proposed by wolf and zomet . since the factorization algorithm of tomasi and kanade relies on consistent structure, it cannot be applied to whole sequences of non-rigid motion but can be applied to each pair of frames. over the",NOTUTILIZE,MENTION
45344477,44394651,ountable union of proper algebraic sets. in the usual differential galois theory the tannakian approach is a base for algorithms computing differential galois groups which are linear algebraic groups . in the parametrised theory the galois groups are linear differential algebraic groups and the tannakian theory that we develop should contribute to computation of these groups. tannakian approach fo,NOTUTILIZE,MENTION
65886403,64655445,"ires some experimentation to get the best results using these architectures, a computationally intensive proposition. to alleviate these problems, we introduced genetic fuzzy artmap (gfam) in 5 and . gfam uses a genetic algorithm (ga) (see 7 ) to evolve simultaneously the weights, as well as the topology of art neural networks. in 6 , we extended the ideas of genetically engineering fam (gfam,",UTILIZE,EXTEND
33360629,33510390,"ng burst in a manner which minimizes data loss. several scheduling algorithms have been proposed for burst scheduling at an obs node. these algorithms include horizon or lauc 2 , lauc-vf 3 , min-sv , and segmentation-based scheduling 5 . the most simple and practical scheduling algorithm is the latest available unscheduled channel (lauc) algorithm. in lauc, the node keeps track of the time at w",NOTUTILIZE,MENTION
79302331,77224337,"ke et al., 1996) summarizes sequential event data based on creation of a matrix of transitions between events and the application of the128 douglas j. gillan and nancy j. cooke pathfinder algorithm ( ) to the matrix. the output of the pathfinder algorithm applied to the event transition matrix can be presented in a visual format a network with events represented as nodes and event transitions re",NOTUTILIZE,MENTION
14630031,15689446,"ource license (lgpl). 2 the genetic programming approach for a long time, genetic algorithms have been used in science to derive solutions for any type of problems, from construction of wind turbines to pattern-recognition systems 5 . the application of genetic algorithms with the goal to evolve computer programs is called genetic programming 6 . this section will give an overview on how geneti",NOTUTILIZE,MENTION
202541689,240446515,"as been met. the steps of the algorithm are as follows: step 0: initialize the search item pool as s(0) 1,., j and the input q-matrix as q(0). step 1: use the nonparametric classification method ( ) to estimate examinees",UTILIZE,USE
9717012,10305381,"ccepted characterizations of genetic algorithm or genetic programming. the population of the proposed algorithm is the set of cluster representatives, each individual is a color representative in the 3 real subspace that defines a cluster in the color space of the image pixels via the voronoi tesselation induced by the whole population. the main evolutive operator is mutation. the mutation operat",NOTUTILIZE,NOTALGO
93552997,88960868,"ed on a framework covered in basic textbooks on game theory (e.g. dixit et al. 22 and fudenberg tirole 23 ), we intend to extend the game theoretic models used in the studies of mesquita cohen and krebs et al. 25 . according to them, the game theoretic model allows us to determine a player",NOTUTILIZE,NOTALGO
146015383,128790717,"ps, professional and academic settings. research has revealedsthat women feel significantly less personal control than men (barret buckley, 2009; cassidy,s1997; mirowsky ross, 1983; thoits, 1986; ; umberson, anderson, glick, sshapiro, 1998); though others have found this difference to be insignificant (chubb fertman,s1997) and nonexistent (bird ross, 1993; mirowsky 1995; stets, 1995).sthe",NOTUTILIZE,NOTALGO
9293942,9835222,"orkstations using a parallel moves approach 15 . 3.2 a parallel moves implementation in this section, we describe an implementation of parallel moves, called properplace, based on work by kim, et al . the initial random input placement is replicated on each available physical processor, and the ownership of cells is assigned topographically by rows. each processor is responsible for a set of rows",NOTUTILIZE,NOTALGO
4819622,4982385,"m)sv (m; n), from the upper bound theorem for polytopes, holds with equality. even without such a realization, the twisted lexicographic ordering yields an abstract objective function in the sense of a shelling of the cyclic polytope cn (m). thus our digraph model is a very reasonable quot;worst case quot; ( ) szenario for the performance of randomized simplex algorithms. both the random-edge an",NOTUTILIZE,MENTION
1130216,1205203,d on an algorithm from bentley 1992 using k-d trees and is a variant of prim s mst algorithm. the current release of concorde only provides an implementation for 2-d. qhull: a combination of qhull (version 2.5) to compute the delaunay triangulation and our own implementation of kruskal s algorithm. the delaunay triangulation is computed by lifting the input points to a paraboloid and computin,NOTUTILIZE,MENTION
84829957,81889384,"nized by parvara rural education society, sir visvesvaraya institute of technology, nashik, maharashtra, india. figure 3 illustrates the execution of the revised apriori algorithm on hadoop mapreduce . figure execution of converted apriori on hadoop mapreduce d. supporting from hdfs the hadoop distributed file system (hdfs) will split large data files into chunks that are managed by different node",NOTUTILIZE,MENTION
10876753,11602392,"simple euler scheme has proven sufficient in our experiments. of course, we could resort to higher-order schemes, such as the total-variation diminishing runge-kutta scheme of third order devised in . 3.3.4 overview of the algorithm for sake of clarity, we give an overview of our implementation of lspc in algorithm 1 below. algorithm 1 algorithm for level sets with a point correspondence for all",NOTUTILIZE,MENTION
75564530,74054247,"on is to prove the following theorem. theorem 1. there is a randomized 5 3-approximation algorithm for jrp-d. to prove theorem 1, we adapt some ideas from the algorithm for jrp of levi and sviridenko with approximation ratio 1.8. this algorithm has the following high-level structure: combine two algorithms that both first select the warehouse orders 0, and then, for each retailer i, select a sub",UTILIZE,EXTEND
16006565,17126141,"imes optimal. we also report on simulations of our algorithm, which yield signi cantly better results than the worst-case analysis. there is a wealth of literature on parallel machine scheduling (see for some examples) but almost all of it fails to capture the full complexity ofmany real scheduling problems. many of the proposed algorithms have signi cant control overhead. almost all of the liter",NOTUTILIZE,NOTALGO
24534512,25401888,"subtree requires a full pass over the string. several o(n 2 ) and o(n log n) algorithms for constructing suffix trees are described in 17 . a top-down approach has been suggested in 1, 14, 16 . in , the authors explore the benefits of using a lazy implementation of suffix trees. in this approach, the authors argue that one can avoid paying the full construction cost by constructing the subtree",NOTUTILIZE,MENTION
32437444,32817855,"alance sheets as one source of the puzzle, and suggested that the gap would be greatly narrowed if intangible assets were added to the accounts. 1 recent estimates by corrado, hulten, and sichel (chs ) suggest that there were approximately 3.6 trillion in intangible assets in the u.s. nonfarm business sector in the period 2000-2003. 2 whether or not the impact of adding assets of this magnitude t",NOTUTILIZE,NOTALGO
33109064,33320366,"d woelfel 15 (see also 14 ) presented a constant-rmrs implementation of cas objects, using atomic read- and write operations. from these implementations it follows that the randomized algorithm of has expected rmr complexity o(log n log log n) against a strong adversary. 1.3 our contributions we establish that adaptive mutual exclusion in sublogarithmic expected amortized rmr complexity is po",NOTUTILIZE,MENTION
21880438,22973951,"r of outputs. using p 125, n 8, m 1, we obtained k 1.39 from eq. (8). this result was not very useful because an 8-1-1 bpn does not seem much different from a single perceptron with 8 inputs. suggested the following formula: k i n 1, (9) where i 1,2,3,ys458 following eq. (9), nn5 should be of the form 8-7-1, 8-15-1, 8-23-1, and so on. in our implementation of nn5, we experimented with",NOTUTILIZE,NOTALGO
85069402,82099430,"studied in 18, 20, 21, 12, 19 . similarly, in fixed characteristic and n tending to infinity, the best available algorithm is the function field sieve, first introduced in 3 and further studied in . both algorithms have complexity lpn(1 3). postdoctoral fellow of the research foundation - flanders (fwo - vlaanderen)however, until very recently for the intermediate case fpn, no general lpn(1",NOTUTILIZE,MENTION
10673100,11363724,"d as instance field accesses during the analysis. a program being analysed is represented by its pag. the points-to sets for the analysed program are computed using a points-to analysis pass in soot ( ). we have implemented our internal analysis and side-effect analysis algorithm as separate passes. we present our experimental results using nine benchmarks. the first four are from specjvm98, jasmin",NOTUTILIZE,MENTION
129111702,115624361,ravel at a constant velocity. trajectory of each simple-airplane independently and assume no centralized coordination. our approach extends the optimal reciprocal collision avoidance (orca) algorithm to three-dimensional workspaces and uses that to perform local collision avoidance for each simple-airplane. instead of distributing the load equally amongst the simple-airplanes for collision avoida,UTILIZE,EXTEND
23385206,24343613,"sform the points in e d into the e d 1 space and then compute the convex hull of the transformed points. it was proven that the projection of the convex hull into e d gives the delaunay triangulation . in practice, these algorithms are mainly used only for e 2 e.g. bro79 . in such a case, a lifting projection onto the surface of a paraboloid is used. figure 4.6 illustrates this approach. let us n",NOTUTILIZE,MENTION
3392864,3495687,"ions which are similar to this are often used in evolutionary strategies and evolutionary programming bs93 . quot; we took up this suggestion and combined it with the hcwl algorithm from kvasnicka et . the resulting shclvnd algorithm is related to evolutionsstrategien and -- similar to hcwl -- does not store information as parents in a population 3 . hcwl stores it as vector of probabilities, but",UTILIZE,USE
22298800,23356297,"e. then, queries are evaluated based on a voting scheme using the hash table. this voting scheme replaces the seed generation process. in this lecture, we look into the voting scheme used in 3dsearch . the algorithm is based on the concept of geometric hashing 1 developed in the field of computer vision. the basic idea is to represent all secondary structure elements (sses) from all target prote",NOTUTILIZE,MENTION
156875647,137971864,"ntime of the metadata manager represents downtime of the system as a whole. to avoid this from happening the metadata manager is, like chubby, replicated using an implementation of the paxos algorithm . the last component is a distributed fault-tolerant storage which persistently stores application data and a commit log which will allow recovery in the presence of otm failures. as stated before, el",NOTUTILIZE,MENTION
4945406,5111817,"ns 2, 5, 21 . to contribute to this base of evidence, we replicated and extended an experiment that evaluates three defect-detection techniques 1 , specifically code reading by stepwise abstraction , functional (black-box) testing 9, 17 , and structural (white-box) testing 8, 15, 17 . there is, of course, no silver-bullet technique, but 1 a failure is a program s behavior that deviates visibly",NOTUTILIZE,NOTALGO
9486668,10047980,edge with probability p when it is inserted. the following lemma shows that the resulting incremental algorithm maintains a (1 ffl)-approximation of the minimum cut with high probability. lemma 10. let g be any graph with minimum cutsand let p 2(d 2)(ln n) (ffl 2 ) for any ffls1. 1. with probability 1 gammao(1 n d ) the size of the minimum cut in g(p) is theta((log n) ffl 2 ). 2. with prob,NOTUTILIZE,MENTION
21571042,22689005,"best explain the data x, s, a from all the training images, that is maximize the likelihood: ml arg max p(x, s, a ). learning is carried out using the expectationmaximization (em) algorithm which iteratively converges, from some random initial value of to a maximum (which might be a local one). it works in two stages; the e-step in which, given the current value of , some statistics",UTILIZE,USE
80142845,77965755,". it is also bene cial to use such incremental algorithms for very large data sets because not all the data are required to be stored and processed at the same time. we discuss an incremental version of the nonlinear primal-dual algorithm developed by el-bakry et al. 14 and yamashita 67 . until recently, incremental techniques were limited to unconstrained optimization problems 4, 5,57,11 wi",NOTUTILIZE,MENTION
34120945,34109284,"s mitigated. furthermore, the memory requirements are much less for the ransac algorithm since an accumulator array is not utilized. ransac has been shown to perform line detection faster than the ht . small improvements for increasing ransac s performance were proposed in 21, 28 for the line detection problem. a variant of the ransac algorithm specific to line detection 21 increases the proba",NOTUTILIZE,MENTION
2712200,2824099,"we assume we also have a set of variables y fy 1 ; : : : ; y l g. theorem 6 (cauchy identity dual) x ss(x)ss(y) l y i;j 1 1 1 gamma x i y j and x ss(x)ss0 (y) l y i;j 1 (1 x i y j ): knuth has given algorithmic bijections between matrices and ssyt that prove these identities. it is a generalization of a map of schensted 10 for standard young tableaux, i.e., ssyt where the entries are",UTILIZE,USE
15536340,16640724,d and will give recommendations when to use which. we then present an original mesh reduction algorithm based on these considerations. the algorithm is fast according to schroeder s recent definition yet allows global error control with respect to the geometric hausdorff distance. the scheme is validated in the result section by showing and discussing some examples. relevant algorithmic aspects t,NOTUTILIZE,MENTION
25376969,26175126,"a.fr, enst.fr 1 butional sense. since this energy is not strictly convex, the uniqueness of global minimizer cannot be assured. the use of l 1 fidelity has already been studied by some authors. in , alliney restricts his studies to the one dimensional case and to the discrete case. he provides an algorithm which converges towards a local minimum thanks to recursive median filters. in 21, 22, 2",NOTUTILIZE,MENTION
202906092,240973225,"andom samples in the germplasm. in order to have a better insight into the genetic structure of wild emmer wheat, we applied the bayesian model-based clustering algorithm implemented in structure 2.2 . admixture and correlated allele frequency models were employed with the number of clusters (k) ranging from 1 to 12. for each k, five runs were carried out. burn-in time and replication number were",UTILIZE,USE
66334399,65099201,"number of matching symbols between the two given strings. in such cases the sparse lcs techniques of hunt-szymanski can be used to give efficient exact solutions that depend on the matchings set size . however, the input strings may have a quadratic size of matching pairs of symbols even if the alphabet is relatively large. in these cases, these sparse lcs algorithms take quadratic time. other met",NOTUTILIZE,MENTION
69047867,67815803,"se additional free parameters cause an increase in the statistical error of about 20 . to test the robustness of our algorithm, we use a sample of lepton tagged, partially reconstructed d l decays . events are selected from the same data sample of 140 fb 1 . since semileptonic b decays are flavour 11asymmetry 1.5 1 0.3 0.2 0.1 0 -0.1 asymmetry 1.5 1 0.3 0.2 0.1 0 -0.1 0.5 -0.2 -0.3 -0.1 -0.05",UTILIZE,USE
11168238,11924398,"inter-analysis algorithm is an important component of any program-analysis tool for programs with pointers. unfortunately, pointer-analysis algorithms that have been developed for sourcecode analysis are not applicable for analyzing executables. in particular, such algorithms typically ignore pointer arithmetic. however, pointer arithmetic is used extensively in an executable. for instance, even",NOTUTILIZE,MENTION
53903956,53449542,110into groups based on motor nerve conduction velocities and age of onset. results were used to create algorithms for testing. in terms of mncvs affected patients were categorized into four groups: those with normal mncv ( 45 m sec); (2) those with mild or intermediate slowing (35 and 45 m sec); (3) those with slow mncv (15 and 35 m sec) and those with very slow mncv ( 15 m sec). pat,NOTUTILIZE,NOTALGO
19157150,20356008,"d fixed since every deficient set z is determined by the set of edges entering (or leaving) z and the number of subsets of edges smaller than max k, l is polynomial in a . that is, the algorithm of outlined above is polynomial for fixed k, l. by the following example, however, they also showed that the number of minimal deficient sets may be exponential in the size of the digraph even if l 0.",NOTUTILIZE,MENTION
58633165,57921272,", considerably improving the result of goldberg pb85 (1985). but a better result, shown as the region bounded from above by the lines labeled unit clauses, isobtained by performing unit propagation (1993) and is consistent with the empirically and theoretically demonstrated importance of unit propagation in dpll algorithms. results for search rearrangement backtracking pur83 (1983) are disapp",NOTUTILIZE,MENTION
202652413,240607078,o-class classifier. the one-class na ve parzen classifier required no parameter tuning. the svdd used the gaussian kernel (default setting). all the two-class classifiers were implemented using weka release 3.6.0. the na ve bayes classifier used a supervised discretisation algorithm to convert numeric attributes to nominal attributes. the logistic regression classifier was optimised for the rid,UTILIZE,USE
202958234,241049534,"that are too farsaway will be marked as invalid and will receive transition probability of 0.s5.4 learningsthe proposed model was learned using the well known expectation maximization (em) algorithms . as an iterative learning algorithm, em requires an initial (possibly informed)sguess of all the parameters (or cpts) of our dbn model. in section 3 we documented our proposedsheuristic scheme to ma",UTILIZE,USE
34121214,34109485,"e with 3 upright frontal face images each. in order to test the algorithms, two images of each subject are randomly chosen for training, while the remaining one is used for testing. orl face database is the second database we experimented with. it consists of 40 people with 10 images acquired for each one with different facial expressions and illumination variations. frav2d database 19 is the t",NOTUTILIZE,NOTALGO
40397831,38927782,"e potential of a graph is equivalent to computing the longest path between a single source to the remaining nodes. it can be solved by bellman-ford algorithm with a complexity equal to o( e v ) ( ). 7. experimental evaluation in this section, we present the results of extensive computational experiments conducted on thousands of ddg extracted from many well known benchmarks. our benchmarks are",NOTUTILIZE,MENTION
30183919,30900588,he path on their journey to the destination. this correlation is used to infer the loss of each internal links using only edge-to-edge measurements. we extend stripe-based loss measurement approaches to cope with different drop precedences in a qos network. throughput measurements are only performed when a delay or loss violation is reported. we propose an overlay-based monitoring scheme that for,UTILIZE,EXTEND
13451871,14433952,"ture where special algorithms are coded to achieve success in individual problem forms 15 . also there are some other algorithms which we wonder about their performances on the transformed instances . one other source of curiosity concerns the disappearing of the phase transition effect in 2 p , 3 -sat with increasing p. we are suspicious whether the result which says that every instance of 3 ,",NOTUTILIZE,MENTION
10249124,10892308,pecified that uniquely determines the parameters a. no algorithm has been given in 1 nor has there been to our knowledge any results reported on this approach. a resent paper by ehlers and schuster carries that spirit in attempting to solve for the frequency components of a by extending prior work of molgedey and schuster 3 on instantaneous mixtures into the frequency domain. they fall short,NOTUTILIZE,NOTALGO
202510617,240403797,"pace, and are separated to define the spike times for each single-unit in our recording. 131 multi-unit responses to measure multi-unit responses, we implemented an algorithm similar to that used by ( ). briefly, beginning with the raw waveform from a single tetrode channel, we first bandpass filter the signal (300-3000hz) and then high pass filter the signal with cutoff at lkhz. the high pass filt",UTILIZE,USE
14257883,15292593,"estigation of the capacity behavior and system design under a large number of users 4 , 5 , 6 , 7 , 8 . the capacity region of mimo downlink channels is achieved through dirty paper coding (dpc) . although dpc can be approximated in practice using tomlinson-harashima precoding techniques 10 , it has a very high implementation cost due to successive encodings and decodings at both endpoints.",NOTUTILIZE,NOTALGO
1695163,1793543,"een a large number of outstanding papers improving the proof systems and getting stronger hardness of approximation results. hastad has97 gets tight results for some approximation problems. arora a after failing to achieve lower bounds for traveling salesman in the plane, has developed a polynomial-time approximation algorithm for this and related problems. a series of results due to cai, condo",NOTUTILIZE,NOTALGO
29324232,29994682,"21parcs employs ccts for its profile collection. however, we extend its implementation to distinguish callsites (prior work considers all calls to a method y within method x to have the same context ). in our ccts, parcs records a method y that is called from two different call-sites within method x independently from each other. figure 1 (b) shows the cct with call-site information (shown as sub",UTILIZE,EXTEND
25954231,26700448,"tational cost reduction. however, since head pose estimation is very sensitive to head localization 28 , head pose results are highly dependent on the tracking accuracy. to address this issue, 25 , , 18 perform the head tracking and the pose estimation jointly. in contrast to head tracking algorithms, few works have investigated the recognition of the vfoa directly from head pose. pionneering",NOTUTILIZE,MENTION
154470543,135810598,"n and un to be minimized. as a heuristic algorithm to solve the encoder problem we use the belief propagation with decimation. the algorithm is similar to the message passing algorithm described in , 31 . the algorithm description is presented in fig. 5, and the equations to compute the messages in fig. 4. the notation ma b is for the message passed by node a to node b. all messages have two co",NOTUTILIZE,MENTION
202560953,240476003,"nd are easy to interpret. we thus considered each pathway map of the kegg database as one subnetwork. we then computed the full set of elementary modes inside each of them using a classical algorithm (additional data file 1). because of their combinatorial nature, a number of different elementary modes usually share common reactions along their path. it often occurs that several elementary modes",UTILIZE,USE
202622575,240565328,"h is used to represent the global rhythmicsfeature of music. tempo and regularity of beats can besmeasured in various ways. for beat tracking and temposanalysis, we used the algorithm by ellis et al. . thesfeatures we use are overall tempo (in beats per minute)sand the standard deviation of beat intervals, which indicates tempo regularity.s3.3.4 harmonicssharmonics can be observed in musical tones",UTILIZE,USE
6768916,7071361,"at most k gamma p, where k is the tsvd truncation factor in (4). the method is called the pptsvdsmethod, and it has been used, e.g., in helioseismology 3 and inversion of gravity and magnetic data point we emphasize that we do not see our pp-tsvd algorithm as an quot;competitor quot; to existing algorithms for tv regularization. the pp-tsvd solutions have their own unique features, namely, bei",NOTUTILIZE,MENTION
34317098,34290155,"hm is described which starts with most functionality in hardware, and which then moves portions into software as long as such a move improves the de0 1994 acm o-89791-685-9 94 0011 1.50 214sign. in , an approach is described which starts with all functionality in software, and which then moves portions into hardware using an iterative-improvement algorithm such as simulated annealing. the author",NOTUTILIZE,MENTION
23957166,24869605,"s described above. in both cases, a third iteration yielded no additional improvements on the development test set. optimization was carried out with the extended baum-welch algorithm as described in . the state dependent tuning parameters (ds for means and variances and cs for the mixture weights) were set as proposed in 8 to ensure positive variances and a positive denominator in the mixture w",NOTUTILIZE,MENTION
201778101,239354075,"kind of probabilistic model may be used inside an eda. the simplest form of edas uses one marginal distribution per variable to optimize and is known as the univariate marginal distribution algorithm . we have adopted this approach by using 106 f. maes, l. wehenkel, and d. ernst algorithm 2. eda-based learning of a discrete bandit policy given the number of iterations imax, given the population si",UTILIZE,USE
14842983,15916675,"ion distance between the initial and the target theories, and is the number of variables. in the general model, they gave revision algorithms for threshold and parity functions. goldsmith and sloan gave algorithms for 2-term monotone dnf in the general model and for propositional horn sentences in the deletions-only model. more generally, there is a wide ai literature on theory revision (e.g.,",NOTUTILIZE,MENTION
74237810,73007559,"reless network is not planar. thus, before the face recovery procedure can be performed, a planar subgraph has to be extracted from the complete network graph. in the description of face, bose et al. propose a distributed algorithm for extracting a planar subgraph from a unit disk graph, which is based on the gabriel graph (gg) 25 , a well-known geometric planar graph construction. a gabriel gra",NOTUTILIZE,MENTION
202264265,240052946,"rom 0; 1 , and the relative error in all experiments is 105. our algorithm has been implemented in c . we used the fast exponential, square root and reciprocal libraries in the cxml routines, fftw for the m2l translations, and petsc 2 for proling and for its krylov iterative solvers. all our tests were performed on the pittsburgh supercomputing center s tcs-1 terascale computing hp alphaser",UTILIZE,USE
84318760,81457348,"which the variations of the event rate are not statistically significant), with proper attention tothe background noise level, can be achieved using the bayesian block algorithm developed by scargle . the algorithm cannot sort out overlapping pulses, an unsolved problem in the general case, but still can provide useful characterizations of time profiles of grbs. it does not require the events to",NOTUTILIZE,MENTION
29043747,29730112,"olutionary testing evolutionary testing is a meta-heuristic search technique for the automatic test data generation. et reformulates the test data generation problem as an evolutionary search problem guided by a fitness function. the given test object inputs are encoded as individuals in the evolutionary algorithm, and the search space is the inputs domain of the test object. the fitness function",NOTUTILIZE,MENTION
35299646,35128859,"ing is a more complex task compared to frequent item-set mining. however most of existing frequent subtree mining algorithms borrows techniques from the relatively mature association rule mining area . so far, many algorithms have been developed for mining frequent subtrees from a collection of trees. in 2, 5 and 11 m.j. zaki presented an algorithm, treeminer, to discover all frequent embedded s",NOTUTILIZE,MENTION
4963879,5130002,"omputationally np-hard, and the number of shares and parameters involved is very large. this paper shows a genetic algorithm approach for solving this problem using a minimum amount of time and error . 2. genetic algorithms genetic algorithms are an abstraction of the natural genetic evolution. this mechanism is based in the simulation of the evolution process 2 that through several generations",NOTUTILIZE,MENTION
9740206,10331188,"cant and difficult problem which warrants further investigation. appendix a: for the function bisection we employ the heuristic minimal-cut bisectioning algorithm proposed by lor, shen and maheshwari which requires running time o(n 2 ), where n is the number of tasks to bisection. function cluster(g t ; d) : c f return a clustering c of task graph g t into 2 d clusters numbered 2 d to 2 d 1 gam",UTILIZE,USE
208216617,180226760,". the output is an integer c, (0 c w 1), in unary form, along with a bit d, such that c (a b) mod w and d a b w : (1) we implement the s(w) using the shift switch concept proposed in . as illustrated in figure 1, in this implementation, the s(w) features w switching elements with the state changes controlled by a 1-bit state register. suppose that b w b w1 : : : b1 and c w c w1",UTILIZE,USE
42537601,40890531,"ch routing on flat names. this paper introduces a new routing protocol: distributed compact routing, or disco . disco builds on theoretical advances in centralized, static compact routing algorithms and is the first dynamic distributed protocol to guarantee the following properties: scalability: a disco router needs just ( n) routing table entries 1 regardless of network topology. low stretch:",NOTUTILIZE,MENTION
203033860,241158146,"sto achieve optimal results two high resolution parametersestimation algorithms have been applied to the measured data.sto the ula-measurements the 3-d joint unitary esprit andsthe 3-d sage algorithm , 3 , 4 have been applied to estimate time-delays, doppler-shifts, azimuth angles of arrival,sand the complex path weights of the dominant rays. there wassno noticeable difference in the estimated pa",UTILIZE,USE
202239607,240018896,"e the performance to the control (the secondary path transfer function) need to be known to implement the algorithm. these parameters are obtained by using the time-domain identification algorithm of and 21 . since armarkov models are used for identification and since the controller is based upon such a representation, the intermediate step of recovering a state-space or frequency domain model o",UTILIZE,USE
8019361,8420207,"uild examples about the meta-rules behavior) and so forth. this approach was found to achieve accurate prediction, compared to some well-known induction algorithms as aq15 9 , cn2 4 or assistant86 . several remarks follow these experiments. first of all, only three iterations of the process inductionreduction were found profitable regarding the predictive accuracy on a test set. gain from first",UTILIZE,USE
85445673,82404405,"ns is hard to establish, as well as the significance of differences between patterns extracted from different groups of subjects. parietal has introduced an innovative approach for ica data analysis, , 28 : this approach builds on a generative model of the fmri group data to introduce a probabilistic ica pattern-extraction algorithm, called canica (canonical ica). this approach includes an explic",NOTUTILIZE,MENTION
93552998,88960872,"red in basic textbooks on game theory (e.g. dixit et al. 22 and fudenberg tirole 23 ), we intend to extend the game theoretic models used in the studies of mesquita cohen 24 and krebs et al. . according to them, the game theoretic model allows us to determine a player",NOTUTILIZE,NOTALGO
741447,791918,"our proposed approach for supplementing uml with b. our approach extends beyond the scope of focusing on uml class diagrams where much of the relationship between uml and b is currently concentrated . the reason being is that we need to categorise classes in order to aid our mapping into b. therefore, not only do we need to consider the design view of uml where class diagrams are described we als",NOTUTILIZE,NOTALGO
73843058,72683932,el language. devising incremental algorithms that use state may sometimes be a hard programming task. recent work has explored the ability to automatically detect opportunities for computation re-use . these approaches transpar-107 ently modify one-shot dataflows to update the analytics in an incremental way. an interesting future study would be to investigate the sweet spot between ease of pro,NOTUTILIZE,MENTION
9316244,9859867,"or the classical problem without rejection. in fact, our algorithms are based on the techniques used for the problem without rejection, namely on the fully polynomial approximation scheme for fixed m (based on a dynamic programming formulation of the problem) and the polynomial approximation scheme for arbitrary m 7 . obviously, the msr problem on a single machine is easily solved exactly by sch",NOTUTILIZE,MENTION
26732561,27430328,"ce. such a graph is called a t-spanner if it has dilation t. for a detailed study on spanners see the book by narasimhan and smid 11 . spanners in the presence of obstacles have also been considered . recently, farshi and gudmundsson 8 performed an extensive experimental comparison between various available spanner algorithms. (a) (b) (c) figure 3: dilation in (a) a square, (b) an equilateral t",NOTUTILIZE,NOTALGO
12004726,12849816,"(e.g. the k-d trees described in 8 ). in this paper, we compile the case base into a decision diagram. decision diagrams are described by wilson 9 , extending the approach of 1 . they, along with , represent a strand of research into compiling constraint satisfaction problems (csps). our contribution is to apply them to cbr, especially casebased retrieval and to current conversational recommen",NOTUTILIZE,MENTION
203037779,241163360,"ethods in the literature, by the same validation procedures used in this paper. a full list of literature results can be found in supplementary table s2. in this paper, we employ the boosting method ( ) to combine classifiers. the boosting algorithm for variable modules is included in supplementary exhibition 2. the final classification rule is such that interactions among variables are allowed wit",UTILIZE,USE
7722269,8084711,"e same way (slapnicar, 1992). jacobi done in this style is a fine-grain algorithm, operating on pairs of columns, and so cannot exploit higher level blas. one can instead use block jacobi algorithms ( ; shroff and schreiber, 1989), which work on blocks, and apply the resulting orthogonal matrices to the rest of the matrix using more efficient matrix--matrix multiplication. 42 6.5 the nonsymmetric e",NOTUTILIZE,MENTION
